"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117"
0.990529136576908,0.51130300458196,0.50922654411797,0.773772914802725,0.740307070097019,0.807116034502876,0.681456069306808,0.709845068940761,0.372588027791536,0.630664337021666,0.168528115275274,0.655367478444725,0.510181878795415,0.468144964024717,0.286298015065803,0.706747962274759,0.691119079862412,0.529015522362992,0.499575756268327,0.638299766940475,0.161205829680163,0.54908538300195,0.396548056789971,0.30614263831596,0.516072666077296,0.650190863076236,0.341724815750312,0.744705121152242,0.634179268512516,0.2303799858791,0.476474772035028,0.572473368543723,0.355915153360684,0.801738844592807,0.602298584997775,0.633694959187233,0.608012021801408,0.645985406194981,0.608237394626348,0.513124765270786,0.509157780240736,0.787396504100572,0.626743396062975,0.57966019628361,0.851681249106714,0.705186294576879,0.763788524808334,0.187464021422702,0.673722929084926,0.401728033262219,0.372079281041302,0.452953794459372,0.458731429125635,0.185254760344549,0.250060145597605,0.658895548092829,0.480849782205247,0.742670006021275,0.554872174057711,0.431138488810503,0.69046949715993,0.696181407520019,0.685651592529962,0.411805636611232,0.429725268989752,0.633404618885226,0.603343117672614,0.524637016342858,0.610301501727449,0.676491235291944,0.509580858526531,0.613177671479668,0.492858548234019,0.508025537263746,0.485185446337935,0.5749906410524,0.66051759444889,0.489378112858234,0.540222158632983,0.284349981064082,0.712708936561979,0.72457729441727,0.495068113642996,0.748977055434369,0.662787155030428,0.502743599604845,0.641559601636912,0.742160784435074,0.728738534332324,0.577500810925468,0.772690407032041,0.566177281222161,0.549927123634623,0.509445887126886,0.413224384394942,0.28096709507009,0.543608982305819,0.430975525629644,0.533505603360294,0.442947795628563,0.676966507304046,0.580971626064858,0.668857211287482,0.641908265779565,0.395807490794201,0.286745139094723,0.759100412145241,0.66201318000549,0.526498760765199,0.441767457144273,0.617749783381735,0.495036232773064,0.735655462202569,0.435153560685489,0.697477463495181,0.445939839479348,0.569361073570445
0.751463669291977,0.996013259512924,0.931615604010459,0.626443126860287,0.409214754617129,0.600896202009366,0.385428067020748,0.444802792130892,0,0.482259173367114,0.803560862755177,0.304568002511981,0.123953376317837,0.706528632804857,0.898025074841753,0.429004737826304,0.545691938204307,0.325754613417758,0.746685533967464,0.223220529354548,0.721992746498137,0.793496942698659,0.844710344056494,0.216899336607875,0.562818504032842,0.727807714383517,0.429252256189368,0.618576896939289,0.487668462693241,0.669450840198673,0.82739328921867,0.549473442096859,0.844288323184185,0.820071584026735,0.314391992444299,0.43876976574625,0.353631714238169,0.974362349300185,0.460161564502687,0.423209194215947,0.193028797623985,0.825411331996358,0.892748449667551,0.613310852557069,0.775975014027512,0.777545697736659,0.684450105983956,0.280780786436815,0.403426937683228,0.539477666122544,0.224161372716407,0.888631079147388,0.932991735811471,0.235165249240446,0.821174664615017,0.692142901689042,0.706335138981546,0.917859829613118,0.545997434558825,0.0369821037207794,0.599021099366769,0.73952429618114,0.774526575783579,0.211958139509457,0.359633433772014,0.466031435353566,0.737323181029469,0.635183924211838,0.861684792843199,0.467111795829836,0.68060157403335,0.604009211723411,0.835815425332306,0.463304074895757,0.652816098741888,0.505798107432573,0.732849205838257,0.915876221017292,0.743529777020939,0.838138998116738,0.732986038030189,0.708843390192614,0.445131952815721,0.666483726752212,0.761084597028304,0.554143629678348,0.593799682212731,0.506382737649621,0.790383889341863,0.477830295258158,0.854285342404265,0.879310864639753,0.620586625335574,0.580390597561557,0.72659942060312,0.785389884806292,0.617980773718346,0.51236716132248,0.353091898142761,0.948882107870234,0.48166110375566,0.527560247476911,0.484308722535403,0.803615951041019,0,0.404150202006594,0.695873181598128,0.843276057567122,0.619132473270964,0.655284076387009,0.66610225904595,0.864264997687534,0.405164802965894,0,0.603455679382852,0.761645304398,0.702740307105151
0.758797616947786,0.730341538443197,0.990622893019908,0.731981882934013,0.583102246691325,0.750691173668213,0.302482335724967,0.601716045527352,0,0.533689645164906,0.827244562104821,0.477468115714922,0.321250034623871,0.79627294525739,0.796553385407218,0.322527952686689,0.50349763327001,0.492672875585296,0.673220412178252,0.408129489026256,0.774224116590337,0.738922860263065,0.81018848104319,0.117828924654519,0.539715647406012,0.450930091596879,0.425924491473744,0.525753246488569,0.419652398294413,0.47784356112356,0.751819745047506,0.492404163244855,0.763903527603503,0.840171118607966,0.265528566721516,0.340860960674035,0.368179144672926,0.934032780294138,0.363346042647397,0.41911227892277,0.223492444710761,0.837017694205224,0.86678614296871,0.572896392061018,0.797917537478592,0.725606123769377,0.693083604745184,0.268065554461124,0.326155026614991,0.472745602532101,0,0.850847429781349,0.910031431737827,0.177352933490382,0.786202379193044,0.645066606003943,0.507587999731537,0.913412375111193,0.544888358385558,0.0362774311557327,0.589128890160876,0.594528383498875,0.739581428039367,0.223427455107379,0.316665253095288,0.64896210195302,0.71768395669119,0.538551775038888,0.784908273538942,0.511154985363012,0.504154338860184,0.66381954498368,0.732201705950299,0.495275467482472,0.67066922720992,0.452429553651336,0.616841113615924,0.83750089725285,0.746101040867001,0.756116598843946,0.680373018091566,0.690297944573647,0.363627767725645,0.591089360304382,0.630420668046122,0.610664664400794,0.503220815700786,0.537677470471144,0.75544910351611,0.472714577394752,0.833982998079065,0.806047581764262,0.521637988157326,0.475900364837211,0.714538708472197,0.742275087141707,0.623728701628505,0.569121578674881,0.381828208352061,0.934088230180515,0.422253494796882,0.436338774622609,0.36789571377536,0.775515172088962,0,0.345842100517789,0.704909628789394,0.838773256951264,0.615530167843368,0.648270521276263,0.584102809182417,0.815674270149384,0.446244058314953,0.249282464155011,0.579997230809438,0.665408270807669,0.613684479431443
0.784427679164231,0.490847736268064,0.61836315320555,0.995711688884597,0.667117510202374,0.734100078891375,0.635789936880454,0.631429528379168,0.269433187805494,0.730313386809082,0.571065752398687,0.490385207713831,0.296869167443858,0.666312196222782,0.404085783476253,0.659853788661998,0.57660810726749,0.389452932363338,0.322626801907951,0.423725713530218,0.464050363098099,0.179518761181083,0.548025265482633,0.629471558496369,0.685919086299547,0.433651289131347,0.339357877735992,0.738685125460103,0.630329770063617,0.475808133507914,0.461340123568011,0.682302171944913,0.57212632138407,0.799957074468644,0.666501693046772,0.75839951325375,0.457293701069513,0.556543965182415,0.706149114503487,0.427917239576093,0.222107804731435,0.787925445943653,0.564945500249832,0.529061486338732,0.895326315859297,0.570655943090261,0.734007005997652,0.524112557057366,0.656535965080424,0.677814063024601,0.360176090294452,0.599529282801154,0.598832903091994,0,0.596920296249581,0.676663221206819,0.328134417004537,0.722584847789616,0.558499384053832,0,0.247806314537553,0.602985013880516,0.660560465836254,0.514007851029502,0.502976985438806,0.453950343597372,0.682798366968435,0.711306211895479,0.565462564931973,0.26925143275727,0.42554460653082,0.321802699930153,0.666219355945542,0.418607675807253,0.457684907000172,0.692821206326383,0.467825809724205,0.534319816094492,0.543303253742909,0.497108180260994,0.348454738528137,0.590070096647238,0.333860988091962,0.428130041055257,0.503992342646453,0.346796271139673,0.649228810089577,0.849666512947864,0.589585045944606,0.553308302563634,0.67414756567274,0.530837971240993,0.578808601679978,0.464350036850677,0.56191971153313,0.498938151044343,0.568859949894013,0.413273649097644,0.453771961276269,0.59145397139244,0.674889463006611,0.671833514221592,0.682188430121863,0.653065741051754,0.212698775599994,0.30636129736671,0.673091749005281,0.540727231719754,0.525023672349554,0.453388264292321,0.518223763538427,0.383422773130144,0.654314152473545,0.192933503111904,0.670294167813762,0.219833366436217,0.45397100175808
0.733437708116208,0.365961323051753,0.44126912786884,0.670778191808663,0.998384134649817,0.962200687735135,0.659423213584704,0.933067049117774,0,0.733494233728362,0.302923718533465,0.885680651700607,0.405983072464045,0.402880908123842,0.292089087122745,0.691131328059353,0.190764396546916,0.840244966625724,0.602410880201397,0.981948474101905,0.135888516340879,0.305854691442466,0.297087805735508,0.586107699854069,0.347153796976398,0.240332702729918,0.364527496251553,0.673261562157554,0.595775774429705,0.271740060656564,0.385525522535268,0.4946159171252,0.135117381158814,0.794440531854739,0.767000740133226,0.664183904658841,0.467431245266075,0.601145045702704,0.538706443962606,0.393918196134967,0.742263887203604,0.759688570112345,0.509501850963989,0.444017894380897,0.762227078996958,0.38736476546071,0.635602036395798,0.637893121389936,0.668353903597331,0.248462216935256,0.622999431862287,0.611453419586969,0.622096999680684,0.296156893925288,0.22399028406022,0.385756173509566,0.478772177474745,0.762568114792684,0.240681029666446,0.159722686196806,0.548864741639535,0.34477511283025,0.733538392059844,0.571160295651331,0.397778757254114,0.0282526734753617,0.621349067734987,0.26850250139008,0.45413251006058,0.4199085512505,0.465457252996723,0.395786310933948,0.376754240074665,0.209143604918082,0.547602866562949,0.543739098740994,0.367246164916631,0.443369637724338,0.295990703206794,0.235332866238887,0.410180721448537,0.372837254547138,0.415559117144798,0.445613774858643,0.341775017898112,0.703407741158899,0.526779026493315,0.645758616280748,0.643624092095591,0.243227334211776,0.657379573754467,0.51700017218583,0.530413482162694,0.447935299910257,0.215699828186126,0.220361773680603,0.597303541292434,0.270666819450923,0.828638122373536,0.661977676199591,0.622887273738915,0.494345745189523,0.633168947428674,0.705637245302517,0.261095939872126,0.258520139888732,0.720340190843803,0.562457953628682,0.249089778731919,0.466489906483999,0.305088444258236,0.529873495311436,0.505870898204724,0,0.43069252096207,0.356971289024706,0.571842580395515
0.805373483259411,0.466628478968497,0.514856836523064,0.729127928108338,0.993692106664391,0.997173402956011,0.651977707803859,0.938695558169289,0.283245052519616,0.736159008014745,0.124325486744203,0.88787952159441,0.514466994017113,0.367549837322997,0.285895243046704,0.666639551465935,0.543096999917567,0.839135998371666,0.68987333725818,0.97879469073874,0,0.289688619605247,0.326851888872313,0.54607583827217,0.489824320071312,0.477724468698604,0.52860842467015,0.733998881642269,0.571613184648639,0.37907773388712,0.350504901877113,0.52251145924259,0.335493624716317,0.876282609022872,0.770208582107654,0.6520751726362,0.581368676840362,0.688586731322201,0.578692181627479,0.406674694555433,0.791130336420295,0.813288317466088,0.593505736782207,0.435189706406158,0.846612694820905,0.615713705062002,0.698983289889702,0.596036750909449,0.649712997385495,0.426827961619848,0.687544429606582,0.605999092347626,0.667773796273341,0.448632816778232,0.179593267588125,0.560094963762186,0.608264025459542,0.808136993473373,0.501484053665699,0.404766885665349,0.601318800719569,0.584563905399656,0.801780471247528,0.526876186734132,0.313343004735351,0.268280713314283,0.687950019509125,0.444758968173075,0.619604790941329,0.471144567331289,0.644915782873534,0.442029489417918,0.52253456494112,0.465763005911704,0.651402462028816,0.577454165721489,0.543959054194542,0.647639002894779,0.472436730047214,0.236466385331696,0.551261444874715,0.542875552909454,0.534249310503492,0.591690207870974,0.570878188440973,0.6696283554985,0.519865252825636,0.744258210404339,0.768529135291885,0.513801643356987,0.797213823963238,0.623817911559704,0.493011865767634,0.528877290434246,0.335109889935614,0.214749024543482,0.635757616151532,0.40211125920036,0.837316126551006,0.673740081775868,0.643838187502946,0.534043796896052,0.603574226112592,0.734457216499842,0.502081064415632,0.41758054586841,0.819418535822172,0.703797397871576,0.427063275010378,0.591356976568948,0.638455592240638,0.663934418162602,0.659808892872832,0.384069509473288,0.554477336695309,0.458754982120403,0.651069878853331
0.477100589440017,0.0144531488991833,0.258294020319597,0.828923724943955,0.164874918375989,0.260167609714482,0.998770858827065,0.0672674526405398,0,0.745395603557646,0.0850930535993348,0.0422444986428732,0.225845035306753,0.164840706154907,0.0649692257694166,0.914661201061276,0.29060244365608,0.103155079806984,0.310972459917664,0.291729067646956,0.291571145585116,0.0799755129522352,0.160633953796096,0.876414663951979,0.230350094983275,0.128607115377466,0.156833876254501,0.88444091716904,0.823868692879999,0.0712659888356575,0.0432643080448663,0.71995620946204,0.108388574647325,0.705686334242547,0.899015811555144,0.995100964540568,0.472686297999423,0.136292652853241,0.857571993012346,0,0.324113031186159,0.690921242404936,0.182305110208795,0.194805134205021,0.751244148529194,0.303237063087575,0.544837343813374,0.743147193680945,0.980909246810115,0.164432066050649,0.747187036458972,0.254975671451185,0.3277789232576,0.227989755411528,0.14312572047974,0.041930875863981,0.251017624745214,0.406059850421438,0.233265880402284,0.101101906839487,0.437755909114328,0.272349369556024,0.542849387969271,0.754471017295224,0.250141052490159,0.0215380440098556,0.511295798255133,0.355798985059838,0.181141103926752,0.410861135607438,0.323681457608175,0.0309211368411736,0.273011364691547,0.297231330609801,0.263393990933542,0.741242496410356,0.226763465141395,0.169620521932058,0.0130913077636072,0.0783175682153125,0.369495442890921,0.264524759787663,0.260903673762665,0.282485015709234,0.217212755548767,0.11944388403296,0.670792081664062,0.842781095666534,0.502344162205078,0.179308317559018,0.454556106397361,0.150330124925359,0.126684081644901,0.258832494982592,0.0591227149092018,0.127669617319817,0.427512741017821,0.294586054084612,0.18270259337877,0.229745585588859,0.901831426591825,0.689374666323691,0.980407212218294,0.532633796535569,0.0940891489682121,0.267387941230146,0.622683497938866,0.207245147282101,0.0801917997162165,0.222943800919975,0.10389676643423,0.188950148447325,0.513448801804527,0.200508435564688,0.641736866959039,0.208117911985634,0.494046657222304
0.734564477419767,0.232999468330123,0.348017986184207,0.50003333180652,0.979080945930375,0.933343277805376,0.425438026247038,0.994223327125433,0,0.64935253065815,0.323470138363778,0.898031673790343,0.379313148002622,0.515210437824856,0.228972334403297,0.402029818651127,0.444113708529852,0.842532814398767,0.472954881230547,0.984562286453218,0.269343370826855,0.498362380526175,0.480177544921019,0.469283794588468,0.539197665307041,0.0431988305384194,0.339716630925921,0.421109189298972,0.460932749110142,0.404817033419211,0.505916576221862,0.461467487951091,0.479112020760998,0.529686923378983,0.603590320924345,0.360022446747041,0.457675916846156,0.434642401932655,0.347780410110977,0.370106375519283,0.726850532664046,0.522257561041028,0.401989305022242,0.25515222304755,0.5460959524256,0.355186002734023,0.61989551988586,0.593215919600724,0.390497533088786,0.513899260276267,0.493833386966352,0.394752846086878,0.450908870413069,0.131188236412774,0.398527011534817,0.522012361285235,0.493865123259753,0.498560031844455,0.376298585330506,0.119365727486869,0.537894567813497,0.478224456576814,0.485119392981813,0.273191313321094,0.166748559685014,0.311192634587234,0.496184564802349,0.421329515255387,0.34418480458327,0.401031839394415,0.525045263851188,0.427372149084045,0.577492082333865,0.2134579176878,0.42007650177185,0.479725371312616,0.363655887592738,0.425923051470497,0.149827813920032,0.401047152649144,0.549849051393257,0.439212384859148,0.438388717841229,0.532743396302152,0.42787746501094,0.601323760051758,0.299230713211023,0.455759800070554,0.497634075409512,0.190840698054801,0.503104360085396,0.411311716640274,0.351272161339019,0.294781585985015,0.394626277023001,0.350525702654197,0.565511239818126,0.107184317689098,0.811610601702993,0.447341036834526,0.385176660592441,0.450321823840573,0.3434164698846,0.503506135776542,0.231589805790558,0.394829496255538,0.510858343503581,0.382580661253565,0.203803792648306,0.254989890247262,0.390930457261646,0.375066957490782,0.456796586639408,0,0.45182545959163,0.0659075517004073,0.50238075243874
0,0,0,0,0.0886308964595218,0.114800606106843,0,0,0.991463379438918,0,0,0,0.425531912964536,0.415026055427974,0,0,0.282850715894729,0,0,0,0,0.534670038535981,0.0136759941936247,0,0.585114373826526,0.578735869964242,0.605726102814539,0,0,0.489322212642405,0.375841546475994,0,0.0927162990233016,0,0,0,0.564769564820272,0,0.0137536131717478,0.358228166210074,0.0817518318331439,0,0,0.301788144642335,0,0.304427063790612,0,0,0,0.609420176010143,0.186424769802313,0,0,0.829578135948712,0.0814586594089766,0.587918610051575,0.0386433474373711,0,0.309498592535343,0.811852590787202,0.384230449147641,0.211501974795666,0,0,0.26265600331724,0.683768078105506,0,0.640503337962779,0,0.376762521172585,0.210696994248268,0.640508157511902,0.381661963755319,0.470906358635274,0.149730673509973,0,0.549336210045045,0,0.473594192725112,0.0448210689264639,0.494178546235332,0.473074700728172,0.565427177814266,0.302682341552599,0.584214307841533,0,0.300116028993181,0,0,0.505468787378763,0,0,0.442270985023297,0.0221931866470219,0.302728210021573,0.105486012448657,0,0.51095654634757,0.101031255238682,0,0,0,0,0,0.805723898270966,0.515381023416486,0,0.0669527883221945,0.295717721974829,0.281456568643223,0.453851369680344,0,0.346716945310144,0.863490002680103,0.00842402848096994,0.751307404286459,0
0.700064473358424,0.380355782261013,0.402701929816336,0.81787645261366,0.512319272966761,0.501966882619924,0.798594330249159,0.527581923099162,0.00128067358448743,0.99218713562909,0.336950135194017,0.651311985033522,0.331031664100557,0.579035621129907,0.303014163689577,0.816735077738749,0.489645999103569,0.504569018832044,0.609950488491977,0.764010164839141,0.518124043029786,0,0.494781558532774,0.85907765777073,0.579787405307582,0.43652012435927,0.263121596099713,0.800921501000161,0.800506092982791,0.335294312777072,0.488861157527615,0.773351953570129,0.54528250153331,0.749459606801047,0.90620197195988,0.880242537622454,0.621947667254333,0.413125718188465,0.798087283291865,0.458025622954614,0.604304665198036,0.686840580774053,0.152504675609651,0.433221271511521,0.758979965134574,0.460876703990236,0.745270982644275,0.788310809717917,0.822616285306126,0.462467737113352,0.638592173158507,0.553748990807345,0.498808148419132,0.110314284637343,0.446589522857512,0.685796390733814,0.57001286498237,0.605061663006195,0.535897320532124,0.168143993640234,0.546957101217951,0.568732406543885,0.698680749592961,0.577096391388736,0.414417822892469,0.512836098048481,0.688022569210605,0.671510753615068,0.4894946519247,0.541921685348367,0.660209975093034,0.611158130672322,0.607841789754282,0.400992049828432,0.495767254022728,0.81266985947835,0.389065161681343,0.456313765047699,0.600121506166602,0.449668195096081,0.625810916008215,0.537977548548873,0.521187605437707,0.466707388291542,0.460456935120596,0.664565327530149,0.732997706118775,0.874233877767296,0.677185779586478,0.449768607473005,0.700292023961519,0.507745032564666,0.477254219217442,0.402769702426927,0.482475550248275,0.438700888341359,0.724856964003133,0.391797238833802,0.608506813911086,0.410046805744419,0.78452000389701,0.58315605142962,0.819759474265442,0.686382306637154,0.182984131381195,0.443936965710789,0.750635933389769,0.413447556939609,0.470726908648139,0.451088664247168,0.474479157423622,0.456970041068304,0.669150867467909,0.222636757266813,0.545906153403302,0.41236894793784,0.645837238097547
