"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81"
0.99786737437736,0.99297585995831,0.9904320303814,0.959152140003714,0.873233380456741,0.983298416597691,0.955499552093654,0.984426616170117,0.962073965308937,0.972031354331419,0.991306385451906,0.979157038650326,0.988424109998052,0.893179954055648,0.969506406460103,0.947007893357796,0.964857711056274,0.97196564731031,0.980876401348373,0.982692524385459,0.972821292461714,0.965594536043256,0.993929530935622,0.998031306899686,0.971683323669063,0.948630688893749,0.823723793868715,0.974160251040146,0.983549872918427,0.983442104871177,0.985273876151046,0.981584198130122,0.998588773869321,0.900424555205278,0.943266770304085,0.990416045156398,0.960081783953255,0.988030990946433,0.973821160781485,0.849966558309843,0.987175917911874,0.96883318219179,0.923581156187669,0.974868594053057,0.880963475258028,0.958589358092879,0.972409441966225,0.926610268080259,0.970133681323618,0.973004379602388,0.978143375780584,0.986177475719442,0.96650857295998,0.984441990490833,0.942665848021118,0.897483004075403,0.923350078229057,0.969317562353264,0.987511166034506,0.973598828820805,0.964344972669821,0.986658793329032,0.996133581814385,0.987543650897035,0.990076894563576,0.957914859329979,0.909075029449005,0.988236559890016,0.960191329729936,0.991718921048751,0.988925324889019,0.997704116699184,0.995430599690901,0.949815215888271,0.98806181836202,0.924861653711087,0.978896875896113,0.942013827564986,0.959448555679502,0.971693254565654,0.958913888388235
0.969050937536823,0.999519700635732,0.996806664110765,0.982336433882785,0.964013730450644,0.979393463801653,0.989774635074288,0.992363563758344,0.962204686703575,0.983269533731847,0.989384978519565,0.992752014552313,0.996356493476106,0.958558638058386,0.966371758311829,0.985493991079467,0.993949289244841,0.931821276889142,0.993405280191612,0.987397186428571,0.909456037174939,0.974310675633591,0.99275796266479,0.999431379097028,0.958773359015208,0.945659703198135,0.904113124515341,0.992139221437226,0.996342290204171,0.983942926929168,0.996272554984377,0.993348666112186,0.998819043503467,0.920830965253209,0.97507084237265,0.988179885959991,0.97535983100368,0.99483110773287,0.968470678856911,0.660153582888546,0.996396450257914,0.97304435775195,0.938757491628535,0.982678691475592,0.572186378506224,0.992378420626908,0.975444701793897,0.923312181472902,0.973804147786817,0.988452020509561,0.972189221889518,0.988850140051557,0.974570208850314,0.994012752038843,0.977472638118248,0.903018901418051,0.930477110730143,0.986728282687401,0.991832023356308,0.980595517751601,0.949312356415708,0.996588873247161,0.996455043557616,0.993699814938832,0.99777146309021,0.950616656514152,0.820581800858729,0.992247410050805,0.984897715483288,0.993367774256163,0.990602301980201,0.99909843177216,0.995236467180834,0.978713991671087,0.998293617664447,0.97265907417644,0.994540612438344,0.951706332476941,0.971361265939005,0.985667903797718,0.939131526365245
0.968689310012196,0.996544164906632,0.999267039335016,0.99861123968177,0.974690579624426,0.988626873689094,0.996877579560101,0.992865795734684,0.982303257332368,0.989991392447248,0.990606745854978,0.992373646778787,0.993694610223384,0.954301317566771,0.988717648562046,0.973152313709056,0.982377782238579,0.948473449555996,0.997019941117714,0.991858720194729,0.921339114257436,0.979855243309993,0.997250105475166,0.999581059947648,0.962499043737339,0.960369850488745,0.833795908070814,0.993443121018215,0.996981361539554,0.989613719979026,0.99807772152465,0.992688930365071,0.999480760177994,0.945272542996947,0.971103703120668,0.99590781604558,0.981909733199343,0.997225165799824,0.988234222040169,0.636703555818264,0.994424805612262,0.965359330497932,0.935312984722511,0.997745553890964,0.69118276677051,0.979311276772317,0.990740364893825,0.963322812599202,0.977566674737277,0.98801714080897,0.982672864536106,0.986430925507921,0.97939735056337,0.998685001678271,0.96929546042505,0.917230103419771,0.946838022708285,0.992247711893956,0.986868910188516,0.989799224156115,0.976323599651318,0.996607850221422,0.999290802045488,0.98826589138387,0.989429920991517,0.969899640372568,0.931671788104512,0.991591639715135,0.988686417813448,0.994911023904076,0.987985045253144,0.999264437918331,0.993977264666192,0.983145602071791,0.998805952354266,0.989746590190462,0.998035513821399,0.968148632064561,0.989395650630916,0.983875674658308,0.960781813955507
0.953225173013646,0.993808350198324,0.99167127467643,0.999663892117161,0.875990377499848,0.93741736330786,0.988548337608178,0.992695193765564,0.905039565190076,0.9778195696047,0.985928850617667,0.949216231695253,0.981334195445718,0.940446275694501,0.904402791543208,0.976265677116632,0.98178382403441,0.894284025088194,0.987420966713489,0.992460909307812,0.816889137333764,0.966423823539743,0.981213264970605,0.998684900962121,0.949144613460004,0.936536882248572,0.737766046179077,0.983617706390207,0.972299376441557,0.987869070369142,0.984157020276803,0.994793664125631,0.999384038547518,0.873907148981562,0.880461499543615,0.976000428218679,0.980341995356534,0.993410231886572,0.954233107959905,0.186178979401566,0.9944335617887,0.969382556193457,0.851296119505165,0.984369516974759,0.130851169108507,0.963246500018115,0.897881079753669,0.930029870806516,0.960694027062485,0.952695612055673,0.928834631652826,0.979422686198697,0.975486733859953,0.999097895175369,0.962685415151724,0.598687682758685,0.659262468071554,0.970183960121073,0.987921331173812,0.958484784474414,0.870261228470793,0.994904006559044,0.998178926929708,0.979340249607021,0.985667632570271,0.957084678881786,0.700996506805667,0.948151006914335,0.942938328628736,0.986395873624198,0.966307513772158,0.998626997142028,0.995315092086458,0.928328681606846,0.998450844402311,0.987488648306249,0.979992517348493,0.893998831685342,0.869453924798812,0.978423231158155,0.928265883741318
0.974493973252736,0.995390687934723,0.994518720727269,0.983040915441881,0.997141816420262,0.975031507660604,0.981851076239405,0.985558736627021,0.969133256071728,0.973697882997317,0.991611953534265,0.978291893960699,0.995883573559531,0.922937877734933,0.981446176474859,0.94512949873162,0.977500578087687,0.945333376909873,0.98469263418799,0.985730631415511,0.899083170332067,0.962996035919961,0.994906771759726,0.998228373095326,0.966807613822765,0.93524998234145,0.864804643218971,0.978050534689455,0.990522397088564,0.979648054642143,0.993523592975919,0.983486748584081,0.998528741115019,0.930769981395768,0.970225395246247,0.993285566214099,0.963632955619744,0.991386526149079,0.964666168303851,0.50486181776309,0.983229706985828,0.950217561186397,0.967574073214901,0.983320872856319,0.514348312257464,0.956186871599924,0.992983577931016,0.935592799376267,0.971525700406494,0.98286607675659,0.963336369664164,0.984063406317464,0.974873360804147,0.991671101467721,0.960782451719449,0.935015507322531,0.914711773613695,0.942081198673006,0.983738353385855,0.977408484079798,0.960655889706588,0.990972016787562,0.997169152405429,0.984941388505805,0.989707149632218,0.955835523610316,0.891189577583657,0.985326579689803,0.988793323697396,0.991398056803058,0.987364034854826,0.998468178621745,0.991654220185584,0.970982078492939,0.992151027456834,0.946270000721111,0.987765935535729,0.969860343160705,0.987548489753573,0.986881730531942,0.965322582786371
0.964134257504785,0.992780918137094,0.99194655885634,0.969998521843722,0.923272632557172,0.995587458983066,0.972757794992659,0.985190759886017,0.962932786200254,0.949651847501971,0.990073422696775,0.986320865026152,0.990306503248624,0.914527069004147,0.970791075105276,0.971212005589,0.968795012976181,0.940005380180368,0.980944163985382,0.972978793847517,0.930518005956492,0.956916695397588,0.99276539640464,0.998752481123336,0.956433311373079,0.941851214347636,0.850016797200162,0.975812400554423,0.989174912139202,0.97232101302508,0.990419983992973,0.991269494721083,0.998687381247104,0.949942733400939,0.95918894809335,0.992197275550795,0.962081037532633,0.988906774063006,0.969607231689034,0.240061556052872,0.980188451966345,0.949166885399349,0.908723690335037,0.980734286879104,0.559863459167207,0.950804205833668,0.972278752686648,0.953180441667925,0.970038916741819,0.982550877479929,0.961144397627311,0.977176049147705,0.961163247580216,0.985871943325971,0.955087118692326,0.853726351008915,0.874233956997307,0.922664595958511,0.979109492655986,0.966631683578642,0.965702384658373,0.991485518632566,0.997688995760919,0.987197061725099,0.987230052637606,0.9502193416233,0.869429540087387,0.980766430515248,0.963529125693369,0.992875999463986,0.986027619984567,0.998030568388792,0.992970592840215,0.956010763263565,0.98877374232009,0.914936154167619,0.978617074763018,0.948206459711803,0.969005793284659,0.968699693387238,0.911875943566293
0.961446293318465,0.993097055216494,0.995013864237328,0.996631963293687,0.949379036062604,0.979655093953962,0.998498288099331,0.994919629997903,0.943366496404998,0.987626966917709,0.992384378368233,0.968124326926795,0.986949802672402,0.93952399587843,0.948137314647392,0.983675476145814,0.968742224940006,0.922742071454375,0.991682365118406,0.985542151235489,0.973646502989285,0.963238028473486,0.985905802871845,0.999422473276187,0.951239336762649,0.938995937240735,0.781691609609472,0.989768931932824,0.988686909270891,0.991802525789514,0.994300227364415,0.991255451484529,0.99870231641878,0.932463222673873,0.899696278713839,0.987934577647014,0.965498631962911,0.994977222025548,0.983282349307026,0,0.995090758973221,0.95737125741517,0.868197912050997,0.98769419588889,0,0.963750241407847,0.957375486285721,0.95769255811136,0.967669192724914,0.975690743637934,0.979254302655917,0.979961052701088,0.969818019257014,0.998374592803157,0.967808392120516,0.717221270022025,0.867793601405358,0.984790921930454,0.980733713217062,0.977619928460639,0.940716317018004,0.993756955553592,0.998790888698403,0.980658740381751,0.985046474448958,0.951370177862625,0.77046555370999,0.969221348617112,0.985541569709799,0.991356127341753,0.970780544947756,0.999097439162603,0.992625724044798,0.975144752466381,0.99772334158972,0.976020484889812,0.994242938579904,0.962016747027983,0.948783129776109,0.97066257414112,0.943679367279287
0.943057623153469,0.99012658498107,0.991387132995188,0.994068179835266,0.86030261819702,0.925154872336138,0.968813726608294,0.999591162892147,0.909100654981064,0.969575770485664,0.984790791225593,0.923419976645396,0.972806389475959,0.941348013932786,0.870411859474198,0.862126110242924,0.964063265702396,0.892189910192322,0.985816192419417,0.988135011389841,0.724056572989596,0.943880114665056,0.979529371368294,0.997477294889491,0.938041449506557,0.946255498329907,0.678846277545372,0.97123944538668,0.956557355784019,0.976647282040439,0.955997382741194,0.990801014235345,0.999016811983751,0.862745070249531,0.822218961205322,0.97389514907143,0.971467937769597,0.99247920623893,0.927087303365942,0.0762833235406391,0.989874049341587,0.946658959907139,0.850560763367697,0.975005245886636,0.0905815488314249,0.918233254588992,0.889951825451208,0.916371456755583,0.964958239040941,0.919107376280038,0.895676604033514,0.970810612795307,0.967685283735581,0.99698475185358,0.923137355666271,0.580558792010825,0.577174073256546,0.942078361455059,0.959800158010715,0.936139290059424,0.880779750667728,0.989215463955402,0.995597967030065,0.959044666129423,0.971054530273635,0.955059094683652,0.715737479266427,0.918182810107325,0.878704302558338,0.985083068642948,0.953284055950431,0.997132966075306,0.98971954063279,0.894663293159908,0.996793034024344,0.975825351345342,0.972732062804511,0.901322668543385,0.773754305901422,0.966604098570323,0.911773246266724
0.96584892564712,0.991476684914517,0.993084251165593,0.979442965854159,0.970501135592025,0.973818078623419,0.978780490877281,0.985225922223429,0.998354789948417,0.982658546961141,0.989104153093821,0.977125998580467,0.994651044689239,0.955141996964183,0.982741294695702,0.963915474029856,0.978744542247808,0.935999542710218,0.98394231052555,0.989540850445695,0.91401878837957,0.954174866240013,0.994359872321139,0.998822959638124,0.949470505182666,0.944603481603753,0.846415022834994,0.986507019284243,0.992437323891018,0.973693948934516,0.995900017188914,0.982904179670546,0.998897411481144,0.945456147447419,0.972873146188694,0.994280587333921,0.974798251351732,0.990589121056684,0.973117490874233,0.283996137139096,0.987966136840867,0.977654487132476,0.926219134402302,0.987374887432439,0.30355387072447,0.9676155561695,0.993573639513847,0.958806878897892,0.971601315208471,0.984232102769966,0.979941927270399,0.98740560786221,0.982706244442758,0.990345932436411,0.965165114919845,0.965239200172141,0.969774428175406,0.9611386553541,0.984375294853763,0.975050815513098,0.967826495570357,0.990715375400243,0.996616369916022,0.983201311990367,0.988652422150846,0.957979945918679,0.911597787018665,0.988352916686491,0.98297417236319,0.989913276254503,0.98932855814204,0.99858614575275,0.994197915086211,0.97444932356327,0.991360291145305,0.937481866478516,0.993358327966606,0.9645240845354,0.987895494435085,0.984187261359108,0.961663520039459
0.978923338404277,0.993038034159609,0.995043190767242,0.993234516002134,0.887574100957981,0.977007730789773,0.988061883226796,0.994387645741625,0.947663810347624,0.999644860302943,0.99425173865376,0.962756589110067,0.985608734256712,0.964441505911125,0.948357665477677,0.983255774630141,0.976430096373302,0.94323850934971,0.993541031616479,0.98692178795728,0.979725102770652,0.962356105927878,0.986039706679746,0.999632528846921,0.965942710084262,0.959875658902599,0.769834115608396,0.993461443736557,0.984785983558841,0.985107383773319,0.993127544331744,0.991464694441332,0.999123623526933,0.929627367869572,0.899173129915999,0.983870450250336,0.974577912676382,0.994845580955825,0.97613259634066,0.460148686490241,0.993907845777886,0.959955839638127,0.872113332878783,0.96717881352479,0.453565149313979,0.963594855631318,0.944258954835182,0.966782582344287,0.974702582947417,0.968947263114175,0.989807368685523,0.991359306840003,0.98364406027026,0.994848902332018,0.976210575664291,0.658502399051489,0.813199614833582,0.97285275653715,0.984751266875906,0.960756384243405,0.926757256500949,0.995269319669389,0.997144396727787,0.983333814160424,0.987179739935931,0.961108607761269,0.76174379065375,0.969493374133573,0.98614961617271,0.995068320938218,0.974758399475985,0.999124072946309,0.996558259221808,0.981733955457309,0.998408867530446,0.973365916195534,0.992076111116163,0.974318421687775,0.904419582075373,0.975553159447028,0.949975776210907
