"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145"
0.995200830924207,0.0980706148430664,0.630009226418028,0.440498428604697,0.674433537039602,0.84802421573731,0.597563202932904,0.870131350809712,0.332070377062748,0.695439103199208,0.411382187606684,0.633207966323789,0.333796660102657,0.733362703263363,0.66581414279169,0.630018582448043,0.738406547590584,0.606632297825457,0.578287105526251,0.712875784368874,0.507731823333724,0.494785106993993,0.684215579386011,0.722327166579179,0.786151928115543,0.82391826587806,0.665860110342491,0.471541519742269,0.597760280582852,0.391292948721963,0.635086741186218,0.429496579323141,0.668936065582214,0.671137613223719,0.694874802074095,0.79788441209374,0.773128429479633,0.434211818761748,0.337907441395326,0.71046319029462,0.236628981692607,0.722463059623529,0.793071559991743,0.63044978189315,0.543554064986751,0.73733266577477,0.553665390487233,0.74467160918022,0.263902585804772,0.363219654387141,0.565198245944521,0.317291365697612,0.54160659283868,0.401823721281103,0.789293397001363,0.756116125172657,0.431773102705866,0.494552669999787,0.620569754342751,0.78705181965192,0.38762907235912,0.728736516945734,0.554479642631238,0.830634961845005,0.646923914817828,0.251623308351505,0.619950878463607,0.367904897063202,0.780733261050299,0.50350351081689,0.667871885760272,0.861299130438195,0.71664059225955,0.807631484441463,0.680478886311572,0.614283093569681,0.512250308210351,0.622553594048432,0.564357032414527,0.850962385879128,0.56944689646245,0.523957436169869,0.617879036084676,0.701784110695346,0.394069001316313,0.612893508052254,0.646241643102212,0.747848877968254,0.477385394072941,0.79036804473645,0.384561825201439,0.762804240946665,0.695147999880513,0.779840065177818,0.62372883906609,0.649104832173294,0.620303208534456,0.628965901777969,0.670577923359293,0.504458954340784,0.317271425878144,0.534664279657728,0.463135999538607,0.528471764372717,0.522212611755111,0.458231659750135,0.73271877346664,0.540044063602218,0.366799293775568,0.283066039140397,0.544232118520407,0.439676716103918,0.720353182280613,0.74721936210856,0.682353914416223,0.680234294789773,0.577792866845691,0.448064568486695,0.567607017614397,0.253023426154114,0.53011600892198,0.577251852444986,0.34714517694997,0.481538531923704,0.547019413079697,0.683104981692315,0.739755986410167,0.641118705000601,0.381358190129203,0.407926880173504,0.691640636261668,0.481349911700444,0.722480305867056,0.682221622324044,0.645091054061312,0.584130814136849,0.271559491639364,0.526521454728616,0.480561656088994,0.446166236860115,0.411685150096263,0.507481089954501,0.655039720404238,0.657289358809212,0.634852710350075
0.356000917137862,0.986279601146967,0.483905650095323,0.600977172902951,0.790064227543375,0.718324026223893,0.549961830383112,0.511334087990526,0.448391170739626,0.755849741283023,0.612818694886228,0.668524552477028,0.502119450450419,0.81932444354301,0.695422949308342,0.73441901510682,0.7308785287134,0.476326314104956,0.708379036113811,0.605303218634914,0.501876934704426,0.816825256437482,0.47010847605687,0.696175761073984,0.707028944694486,0.571263261060003,0.671129002107317,0.675861198860402,0.536856823143104,0.414891013684459,0.579556646380412,0.716186407586457,0.445750229358454,0.424879695028827,0.595222537893505,0.621973678931933,0.763401159726461,0.619251972157662,0.749151917912667,0.619579595641821,0.833472193521483,0.636336280874323,0.680546921332381,0.585721604143862,0.328007694279137,0.736234330045182,0.548671504534076,0.348624909428139,0.691516589210873,0.561925420590315,0.620246656991435,0.400184371660874,0.56609829015264,0.696202125248829,0.723729342608452,0.56546062509731,0.559321642867634,0.618860309263727,0.769413565534869,0.806118810282522,0.578256390344386,0.517138393780212,0.466416030670076,0.623984971837808,0.548760408795761,0.426411134623805,0.523353063600778,0.678997314408895,0.697434930786283,0.670247929842913,0.438812277304482,0.687203142541525,0.548431902996803,0.688762602792895,0.531706401596746,0.589870679623119,0.822274881376905,0.49931069077203,0.529160419759571,0.633885484135321,0.480508664855205,0.565592515136348,0.535350747425306,0.688031822935787,0.584325497382422,0.514712917952834,0.724610994563688,0.790204986683123,0.740064036091124,0.649078587240647,0.665145200672898,0.684111907055001,0.752818392554345,0.7365041583937,0.598550483717524,0.60601657917686,0.566424628193253,0.584305244757238,0.48256230836888,0.622247481131553,0.400771158441523,0.469700888355643,0.586461720578655,0.723268832266633,0.565886769689595,0.581090008365645,0.538429277606342,0.544409407701622,0.679727175342881,0.616333612093026,0.525287947593564,0.448864604866128,0.680033748093374,0.446786393303409,0.489264001845898,0.274489239549736,0.794137973300637,0.352532361122089,0.720924931221856,0.641985042373,0.467692054608292,0.562995623198366,0.860084352957678,0.658401725363239,0.448564928603283,0.610039358331821,0.66872885481748,0.71216012739763,0.47293128868345,0.678717116307626,0.619980152800202,0.545595849183235,0.485850177523471,0.485919575285724,0.662351595245051,0.611027057392459,0.61135694944695,0.794837877961152,0.678685909533006,0.438898528367208,0.720258418066039,0.65527716126014,0.776856335337121,0.596291321065264,0.458791782190699
0.734782890475277,0.73724880839125,0.996877638019695,0.655376272633115,0.712848416233774,0.817472625214722,0.662163458658761,0.705055112467272,0.832523322116866,0.693918578544143,0.577683074365451,0.717105281485827,0.549322546519941,0.853374351626184,0.658309604448628,0.739016801583108,0.865044359257153,0.744592678433646,0.730658358111759,0.861509452444125,0.821489142941203,0.689452623507366,0.392952265503636,0.766324979981354,0.816659484187241,0.527505639558779,0.542428771239277,0.781371853061972,0.823975339577868,0.561545106194943,0.693433334792882,0.799411528952523,0.57770315162521,0.42629803291154,0.663566737958691,0.746958712854327,0.602736208539911,0.649901410162204,0.714957941966161,0.771538377693662,0.283529848313998,0.790128614837989,0.814998297402482,0.377736957883389,0.654437591710195,0.637590841847691,0.791934752233732,0.613147839998671,0.713504837317473,0.646425523749954,0.638502159797885,0.710060087329699,0.74254015430597,0.364394428645977,0.838013141509707,0.738069193255647,0.56162381258541,0.534430881363919,0.666134784198826,0.828490357903059,0.682145690865762,0.669013676689656,0.770350728503392,0.595809468969061,0.71808016731398,0.697482061475812,0.77820045364595,0.804291347386752,0.79921287826741,0.637834201255979,0.705218125504179,0.8048978917685,0.695796616819088,0.89394020617246,0.58080405369852,0.659775064031369,0.626251206690959,0.703690403743345,0.590679137815964,0.600529085001504,0.59819487176421,0.61318124376642,0.640991867542297,0.757696347481745,0.606018849036179,0.646802686035868,0.816453254330961,0.825060064157609,0.379599448923353,0.747450162809084,0.694854340037802,0.872833637129601,0.644440507168355,0.702468320095225,0.807338327840207,0.617383797793157,0.512801162736144,0.66741372787644,0.709090517999649,0.816301858060439,0.544553782376668,0.556899991372405,0.830032229147459,0.763818033518066,0.760518424240002,0.671004178038556,0.467340064291021,0.696242356792633,0.73328270207959,0.438991152610621,0.671991788318089,0.608336171646256,0.59357262739307,0.504776739508538,0.749322830821803,0.52469201357612,0.744619635567812,0.771077381546586,0.686070307339979,0.62160950581223,0.681002548021949,0.730912829699436,0.681340927563435,0.392246711938994,0.783091973040751,0.765797059268522,0.566284044129124,0.679707246815495,0.541161206123399,0.699806014647674,0.721021611836266,0.72756313753818,0.62300413292775,0.643240946270766,0.808690057817546,0.629862546382437,0.783677822945429,0.770757373205684,0.795591696033738,0.653283656904301,0.705245160308899,0.72118553280281,0.721135417667332,0.837794211245304,0.620268068387764
0.315186877377602,0.215011915531304,0.437315376679507,0.990848956601242,0.67727768592975,0.660541453041902,0.750990354861423,0.31571051790226,0.33501642208576,0.543631200790887,0.246351334763931,0.324516006663885,0.601838316755169,0.672164544392682,0.847144389072408,0.340961396832358,0.60846605959927,0.333007212956773,0.682974632759113,0.468172189427542,0.633429719606304,0.356582997543831,0.428128946539354,0.570382914504093,0.606064553359503,0.289545641046396,0.108130868637618,0.467231858431576,0.464644259198115,0.647344281856249,0.453693720592351,0.507976290879331,0.388350666239018,0.495266530601147,0.688659516157049,0.497480881712729,0.523600225022674,0.613730804791095,0.192549809873631,0.780973878693769,0.15016416783858,0.555499021489756,0.606617470509883,0.517217048665681,0.546675359627201,0.286054183116822,0.468865602283564,0.513030690712201,0.724886900677438,0.729515684644876,0.712135439636111,0.603218298626249,0.587194361154122,0.397257561244851,0.696803830905447,0.336485402424335,0.544125851223033,0.349567391006464,0.419061208333136,0.61688233537661,0.0413529026508556,0.675387813488262,0.671528749623857,0.702515690414102,0.707947636833255,0.512827773557675,0.702908316844369,0.597558485608698,0.70667851751052,0.476764283077121,0.607793314208614,0.8390586498807,0.476727637318992,0.542441146530774,0.449184435018946,0.735400912521226,0.690663872494757,0.773213276401358,0.699783892301474,0.492971938630272,0.59845466559287,0.636045217661815,0.747550103624846,0.709374129789485,0.786592676279549,0.717069908162443,0.322021505837521,0.685531270268149,0.227469674497329,0.560138946474888,0.480267988861075,0.260558310645656,0.581731276587384,0.44202338438613,0.121108172078389,0.326984255009918,0.700908123580102,0.370666465953402,0.811231695237659,0.466999835200877,0.582682310023939,0.393316678035085,0.541617600376758,0.341003370305688,0.228006822829681,0.525750388758826,0.346419344544069,0.663628948543475,0.39012175983145,0.395782840697557,0.777514807575589,0.740101172906497,0.564843323972543,0.238414347569099,0.434175899680605,0.485907081698253,0.637799845263472,0.523163922682742,0.652844359230248,0.483129047976944,0.78104054805295,0.733554023211006,0.463669231432828,0.380106907427715,0.564007602080377,0.435881355024018,0.555928733569245,0.751840466105118,0.717852638104109,0.598339401416341,0.645621820117227,0.494287432446811,0.523658826766543,0.482869856628127,0.78185274111412,0.345825521634424,0.49418962196702,0.46681494488533,0.727564831184379,0.805864487268718,0.647710227561466,0.427097954469017,0.653740913303082,0.624267659783015,0.844556713162895
0.521912148817455,0.307190927534671,0.753635344542394,0.785091924049386,0.989415663599423,0.733171169501055,0.676034293353842,0.486859797983266,0.579296531679492,0.79171273805928,0.506645170789814,0.529567999834918,0.809148403271112,0.735563494333064,0.732493644818448,0.51257891658032,0.818197651896449,0.460944689572652,0.612224536233795,0.559761207117294,0.646797212305313,0.620388273848705,0.620988940495638,0.647118724854787,0.777052686672844,0.474016351174115,0.510163963870801,0.671354407968546,0.639036376026251,0.700983310696495,0.603365194337543,0.461424977315322,0.452311911289614,0.626313544189558,0.598090426476933,0.723532904440547,0.681468121206021,0.559518792084471,0.443816471880378,0.705302040042035,0.389802352605982,0.832142203511031,0.725528572383664,0.500428701146338,0.579660724557872,0.504947084946435,0.399052811037401,0.619577459626641,0.569954805473211,0.651851948806331,0.580849704682129,0.605950427784863,0.632906253721811,0.355381217521951,0.850898447397851,0.569600410859507,0.472549956708499,0.285577248670202,0.593678039523696,0.788287585721755,0.469113944857824,0.733000315459424,0.688198493958185,0.705261027006258,0.595380243302543,0.391104205162227,0.764654541948605,0.524788843428615,0.823442263023898,0.460786570483431,0.547656735782827,0.871653932249805,0.64584123042844,0.819446413627642,0.459091864262859,0.558628304196796,0.519866902819239,0.637826140937645,0.474500600444786,0.77832150080848,0.606264805732691,0.524326048147667,0.557196854493783,0.787851337866634,0.549696106315405,0.749588863998336,0.492506813268677,0.764671439236858,0.278071018763286,0.690811350738897,0.239326898781097,0.604361064250581,0.538657657095379,0.483389299383912,0.626637116076801,0.543739877807159,0.728405189314312,0.534278054458565,0.613550790756609,0.746134678096882,0.532249308700488,0.508332106173139,0.651498282592078,0.393771659702889,0.518477745499147,0.371608432893456,0.424967471397637,0.485315124006851,0.555188474531987,0.63109590926671,0.597027196291186,0.527830497792021,0.676106208889002,0.791058495689526,0.455311524014215,0.641571727903258,0.821907617156137,0.471519546217077,0.711874669602744,0.614700048076511,0.57530002429015,0.647421605769746,0.275704516757432,0.461109642884219,0.603375690298489,0.551163505017764,0.504491942956311,0.621836029916478,0.623617183986151,0.431945289213847,0.700482222428317,0.469363339915515,0.645951558347392,0.595084272087533,0.674182224412088,0.6007019455494,0.374576218917311,0.53391958487818,0.528585385635743,0.530678698580363,0.542095789347791,0.645850009521288,0.591848661491728,0.710852497643958,0.703054497033232
0.75844306238328,0.350954499230028,0.38606232978367,0.378255591792444,0.62320692453544,0.989881165719452,0.515650974340002,0.786543474530508,0.361626604672292,0.505324911774721,0.127917962051672,0.327383736746947,0.0696433626987333,0.761261306709153,0.563472534786151,0.619271207538826,0.661186514462716,0.610089033651746,0.717727874032955,0.277657397083613,0.764839550592545,0.672662859514422,0.582959720796671,0.542390445390787,0.746418114772359,0.760358592435989,0.455327481481745,0.521251199122691,0.393252618531706,0.153688655669782,0.413008823008908,0.426661510013173,0.717489615325512,0.5504454643572,0.718974295195888,0.598538136268952,0.630729986244855,0.175054156997026,0.17844414412304,0.740766065060653,0.158612302734193,0.44439088428222,0.765007752005323,0.689885754043464,0.617298581123755,0.762257713726648,0.614458228344231,0.493107333106113,0.231324187866557,0.502234357208084,0.668063370519801,0.301235427472967,0.678199915889725,0.361417617975533,0.744850558458521,0.64484827024221,0.451087524698537,0.0585859179067561,0.263164719100976,0.729287937558485,0,0.789536282713595,0.517266965000382,0.767292898773863,0.462701105469319,0.338425396054611,0.584305295483854,0.224449032340486,0.664464660452396,0.549390387549266,0.846254925135807,0.883359435333923,0.58015181923343,0.781039888452681,0.717241743975364,0.560906433924392,0.474279620912013,0.64837149277653,0.39908764710238,0.658040029186305,0.842415345037312,0.760103065780284,0.512508585231182,0.678321289500489,0.456796444686892,0.334295701719277,0.222138316089754,0.498836766939166,0.181556064100752,0.805731197215637,0.31132045628481,0.732828825033237,0.660489193231973,0.611611703307456,0.77356482494725,0.567024791835318,0.295055412053747,0.63260419756582,0.799689120367817,0.665025097892338,0.277208929565961,0.307318263186497,0.605095410011662,0.642681680567608,0.40747085591647,0.70795883680498,0.653983170315843,0.540560093625676,0.503259138956052,0.322266721223929,0.725374064197272,0.412854372963649,0.500140238305666,0.33953398709305,0.504527577110653,0.620709093370496,0.277692413874406,0.418024794018895,0.642914799838662,0.124458551914776,0.516857412139128,0.649484320962922,0.556225660079297,0.368549605490929,0.478787402484498,0.799477060649008,0.740024355490924,0.362098281514684,0.66335230575724,0.476089736837312,0.645892346745235,0.434809498637203,0.182765109957432,0.780774294348144,0.758090324204794,0.348934077349505,0.617186587123407,0.448639124466891,0.56512450503839,0.482844292945511,0.484715468849709,0.2401828409476,0.799153825643821,0.751519828697533,0.389990068880415
0.575410475053369,0.459197948889048,0.276881181650104,0.601292948036266,0.78368160164737,0.838087978113681,0.98928506315246,0.514277610488588,0.467547050830208,0.758042279502553,0.310569921919532,0.346998463558776,0.676705241482573,0.767305934438185,0.764368792098931,0.652299507145332,0.801835290804045,0.664879885427457,0.627783771083482,0.470924084561478,0.808472265853075,0.537855207203128,0.236376459221483,0.501091012238851,0.670537983753148,0.416768140993719,0.460176250384757,0.512598704662964,0.40510435489337,0.759991427746298,0.510620829720565,0.438017190080134,0.278621064112044,0.245104778236838,0.822230664851905,0.701777292105246,0.705634197251783,0.45747897600761,0.510290213325203,0.793433710802805,0.311555702320487,0.736924478656243,0.754430297354207,0.777245661072237,0.598605683540132,0.63113312764193,0.47556702093594,0.540744360283962,0.810609898414145,0.751201695797178,0.61066214278748,0.725918231479548,0.778243102917031,0.0680707982893572,0.830545603746199,0.287349778423911,0.614113866703416,0.429918230346478,0.487716529562249,0.791045183797999,0,0.715551382953848,0.57822937174037,0.84937145110162,0.635137799607344,0.636753506644839,0.766765772217871,0.616279951260005,0.680258246423331,0.474269654485655,0.698588727225463,0.82396518564874,0.510168414878946,0.865183557369878,0.634217475261999,0.386747295861727,0.520219097355339,0.610126635604026,0.492644481390656,0.519171791061377,0.483011753655225,0.792415306518219,0.46370833759336,0.730513202268469,0.272585807815477,0.550986045183481,0.617689083372186,0.516470538264121,0.315041424411947,0.648474252855072,0.474950236177916,0.486789527964467,0.63379228794771,0.514561734858981,0.414604798147048,0.503845171389719,0.682401656342164,0.560628156112894,0.756918580203429,0.69717177394939,0.658067360243985,0.451701330644432,0.531667595488973,0.422241411154925,0.482651261615867,0.675302150203212,0.319495348549458,0.60435832976757,0.69372302327646,0.648702777450228,0.708618750191568,0.609643370583528,0.545240708314486,0.189481873463896,0.303349846308616,0.520876068585658,0.69464780669416,0.494981562630075,0.618566833366007,0.702750419843294,0.763393219681305,0.662119047358457,0.585244245419315,0.437644130787538,0.595150179720207,0.766848976191747,0.703336424968846,0.501848465159467,0.648116188651342,0.573145029275684,0.557150769402511,0.523020296738219,0.616296896389381,0.534889404193829,0.719779743632877,0.641483803006664,0.342565382561173,0.651989028112658,0.771005393854623,0.45137256863043,0.344293435500143,0.816030345309245,0.727445093587073,0.646517292070977,0.799433382842728
0.640020089693846,0.0094742941954956,0.330550052356232,0.308212982925685,0.745293884905299,0.747723085147699,0.538551477906826,0.988243664554832,0.302608428650829,0.667838510296136,0.703789528046534,0.385822954492789,0.0947792974513456,0.760330524315612,0.496202860146579,0.533755331673197,0.651516039997105,0.340108068346295,0.59729889991506,0.548649883264971,0.389647732885673,0.537990531666342,0.330023199194632,0.617802646617543,0.571558516375427,0.61826488393346,0.666549901149584,0.396254461384814,0.638582912536304,0.258916946421713,0.6899040703121,0.623024496181797,0.107647743496661,0.541242064646882,0.658197230486247,0.584517675339459,0.787061654308784,0.175390444046517,0.386583220773504,0.637486779371906,0.341202985609904,0.682811284123275,0.585779279312684,0.455725159213573,0.187972310983807,0.724700060121916,0.675467752168257,0.335725678137236,0.133982384278479,0.346521245408545,0.446667348908153,0,0.61637102293639,0.440652664695508,0.738288482202239,0.360374231495558,0.249146355751312,0.677885154980392,0.255495436682345,0.79148982567593,0.475371820956619,0.558341390560214,0.164349626438662,0.619679437099422,0.589362130893767,0.295267527792306,0.624700174503582,0.402772514468043,0.740462402014014,0.672237263617704,0.248875590085707,0.718326424251484,0.774402850813177,0.749681186295305,0.444120532093579,0.612043347838949,0.561066160874293,0.178106573066519,0.548734938308852,0.738229690808927,0.0499820830449675,0.368497133256475,0.442916515745133,0.719201077390565,0.0332690645699972,0.0629895905802173,0.227728143035744,0.544002143163895,0.24428810098398,0.640464145729222,0.490542456032506,0.594371458741059,0.569989025395652,0.593584151115799,0.40772333149692,0.336077277977678,0.651592326154929,0.747267889959853,0.482060845153445,0.701528723210886,0.399816012421076,0.681663195169722,0.427211123943523,0.570846825039443,0.470629346904483,0.264759852174847,0.262059779723412,0.317221374387998,0.569080295614196,0.203274745138075,0.241055144483729,0.440363086178287,0.584007612347557,0.349513023606837,0.797553107979867,0.606971706692776,0.736280117096672,0.549722656442987,0.18897070187849,0.215840406784288,0.194384503837502,0.695535638158374,0.442028698387113,0.211695106226788,0.106564831906636,0.623656925693405,0.69734389879437,0.278237981557572,0.555571561517566,0.575802538561852,0.796750408391694,0.381664571628103,0.393346498720833,0.461059853929469,0.601956428559866,0.364684513698065,0.491265471822746,0.471256703269812,0.0802858111164356,0,0.468181835061764,0.459496829531256,0.642520928498047,0.658265404704145,0.0251688147986103
0.648092473423948,0.485967016233344,0.549974822144362,0.226471705221053,0.501503466922713,0.757935676131882,0.517799982826286,0.391031985850427,0.995731785760803,0.286452925366896,0.608382945756982,0.529201641826263,0.12244290308947,0.581627459290276,0.286911150408408,0.723383865591052,0.696014137462509,0.747086743786722,0.487915118602622,0.438008199437461,0.84176058183847,0.432991824392754,0.58719739745725,0.539429119731176,0.705949264760423,0.664130319810299,0.508681755210018,0.268906955840244,0.278077926263913,0.342012236749101,0.316235768980535,0.655834436547365,0.510535138962191,0.357667256493392,0.275209270437321,0.577525903396967,0.481796091085459,0,0.48517829552071,0.436303309148662,0.415881226988509,0.352497062252526,0.587983038060127,0.419238955950406,0.603878417977195,0.472291349845353,0.62109233732786,0.413524408736874,0.274049678576074,0.498336627249799,0.43187354901293,0.383289328013448,0.67476724426911,0.259078493454495,0.416799472128892,0.640178486869189,0.408602159667164,0.265416897232202,0.72302721440142,0.703879051496264,0.548935415972146,0.627204368169506,0.645838526833089,0.359161759738108,0.457230942820304,0.341846214864299,0.477919941094586,0.607795566810875,0.584577653724067,0.480600822446716,0.696230586668844,0.596525898470819,0.250522560236818,0.742444599217473,0.258019022305219,0.553998360113256,0,0.42269744804144,0.221545219948544,0.257941427158564,0.771795603647185,0.691550048562171,0.538874222092534,0.563868818520228,0.397828933655058,0.384843274349472,0.741353052061858,0.276271069753751,0.443393327040994,0.629109667554009,0.680464921393237,0.458871432500504,0.411203179127739,0.583177271754803,0.379987881592638,0.557470258521286,0.10473141385629,0.310729968898369,0.603185871393087,0.452902932857603,0.0885010042305182,0.131845183853726,0.451478912846779,0.519648093215695,0.6744378468291,0.53720823419474,0.588431496670568,0.404829455425734,0.520961562156862,0.520700155792757,0.641259351141555,0,0.610305004955222,0.511362513374907,0.536942896193874,0.144513985405781,0.450139540883975,0.238153058409862,0.638204842632581,0.223991343643923,0.495809669046908,0.385488183332256,0.380278943839848,0.422977622590836,0.48311639090901,0.617631637861337,0.40941703467895,0.197791955247363,0.185316103808558,0.621536404104233,0.399708370815181,0.391896642110902,0.30098212537466,0.760518038543862,0.688762686278416,0.658140191661391,0.685404053703334,0.574903208992082,0.327273552626285,0.070047436532201,0.224420610771115,0.679966345579527,0.566217560045085,0.793851645708755,0.19782485250713
0.621628281979556,0.449166681038511,0.461408416646929,0.573495981168,0.818247376057457,0.807288238116258,0.578516777514765,0.652171582336261,0.532475108233416,0.991108126502084,0.563492622412038,0.70112002678926,0.433274175309104,0.75361506534986,0.796645060478964,0.741774000226219,0.803515498421942,0.683831366906675,0.687932719096513,0.591926871907295,0.704805026060468,0.834976891885312,0.768212614546968,0.809516058598179,0.731392021962336,0.681717402201522,0.597692519409023,0.813943579860844,0.68602557579352,0.594143428481716,0.666917019373341,0.659615029706769,0.680012337726433,0.866643200560025,0.551299197569448,0.702699226119249,0.784539064277359,0.592331825563146,0.462029414468509,0.713903964450677,0.599617519688773,0.848205082542135,0.828019864464153,0.420268528274381,0.78730660936604,0.652823071020736,0.390409219770424,0.546328259247122,0.612930417175642,0.597163214423203,0.65448973374302,0.652657457942142,0.710253251261719,0.653687301579979,0.875358040173249,0.75743287301329,0.689752456966349,0.493972584900284,0.602344468298251,0.804145664690197,0.565445966733247,0.816809076419432,0.635393889275628,0.735026645215175,0.539116578318329,0.435446971515466,0.733983393035013,0.549987020936133,0.713420223580041,0.583526884493032,0.752278297060429,0.881855643141922,0.557875021673422,0.764848268904617,0.632122689971412,0.546711186558359,0.468735281063936,0.7232042200163,0.547931511102065,0.731083466869839,0.72578127454255,0.735320864895931,0.450961829008692,0.879172224679297,0.630856748767562,0.459126325391403,0.311723043749361,0.884521283819506,0.673331420095013,0.838031307633032,0.554035006828288,0.794662583828437,0.559700067199644,0.521591131435053,0.649959746881103,0.633527507713403,0.667685622332986,0.694269846109122,0.701870995882895,0.374703301840317,0.848668367839336,0.428443029052764,0.46400258896607,0.346430778589451,0.466579920263067,0.759852558642195,0.758373449567232,0.552599707136889,0.43988981512799,0.369489716276076,0.573134295273968,0.76620961012757,0.597058469010333,0.576247240880735,0.608505146308974,0.699194619049797,0.69213018121151,0.548551713345276,0.536667276453326,0.58277602810961,0.564310454234635,0.657670584809332,0.490528176327425,0.933277804832694,0.609103302681997,0.64526617140576,0.51140260364625,0.80216176723649,0.643964375650356,0.612340155406438,0.750534980617621,0.706031066013981,0.396480253699449,0.735843556725914,0.840958351610777,0.704079358031964,0.578807847814278,0.583017736391157,0.597220282662832,0.380428445169255,0.497485606032624,0.598413338036522,0.685282509784207,0.681351059875611,0.52275723024932
