"In_sample","theta","alpha","lambda","rho","mae","rmse"
1,8,0,0.00719685673001152,0.998039481574284,0.0458398810521382,0.062491765339058
1,8,0,0.00719685673001152,0.995868309943423,0.0659512219317445,0.090256535877629
1,8,0,0.00719685673001152,0.998042497482711,0.0433594008564214,0.0624130596682202
1,8,0,0.00719685673001152,0.950175846157371,0.211344667002445,0.310322595400826
1,8,0,0.00719685673001152,0.989692269575812,0.105646019112579,0.14562650689034
1,8,0,0.00719685673001152,0.993328263526669,0.0790461366382824,0.114747428677207
1,8,0,0.00719685673001152,0.991735952129485,0.0797060660922219,0.12751357281987
1,8,0,0.00719685673001152,0.996843937235614,0.0607680551611402,0.0793731119437936
1,6,0,0.372759372031494,0.992530657124836,0.0870431235855408,0.121847370514513
1,6,0,0.372759372031494,0.973158501042952,0.166777725830783,0.23618583470814
1,6,0,0.372759372031494,0.995671829120031,0.0754537725980864,0.0925050865994201
1,6,0,0.372759372031494,0.997595586177371,0.0551207909758472,0.0690583351729893
1,6,0,0.372759372031494,0.969686924268727,0.173701542560717,0.252035764959349
1,6,0,0.372759372031494,0.996725461435438,0.065497929304103,0.0806631639936795
1,6,0,0.372759372031494,0.997987962277016,0.0496366746814237,0.0631495840459661
1,6,0,0.372759372031494,0.979939391812845,0.140098092060491,0.200603073390891
1,8,0,0.0517947467923121,0.995913420219918,0.0671665904848422,0.0915348002523144
1,8,0,0.0517947467923121,0.992664660307592,0.0877663598635914,0.120572142824717
1,8,0,0.0517947467923121,0.997997317590968,0.0456001838026016,0.0631322392435395
1,8,0,0.0517947467923121,0.998621520489029,0.0399626661717263,0.0523135129553361
1,8,0,0.0517947467923121,0.986540945450354,0.104651767484531,0.16283330942908
1,8,0,0.0517947467923121,0.997442152693319,0.0518549888180536,0.071508624652317
1,8,0,0.0517947467923121,0.997926794593008,0.0517864922623666,0.0642616327536203
1,8,0,0.0517947467923121,0.997809337561044,0.0513320398572158,0.0669977460233546
1,8,0,1,0.99769769837278,0.0534408494039244,0.0674831268181592
1,8,0,1,0.972964945357279,0.1679388165154,0.234814670564734
1,8,0,1,0.945166928858429,0.203175941034345,0.33723222630438
1,8,0,1,0.986523166073774,0.115370673051899,0.164515921992385
1,8,0,1,0.978286283106278,0.154509190483395,0.208830177883041
1,8,0,1,0.993666475521674,0.0708335852467941,0.112059805626248
1,8,0,1,0.998058510936686,0.0505534686497836,0.0622556271276636
1,8,0,1,0.968008004305983,0.150159425600541,0.253393417312317
1,8,0,0.372759372031494,0.986434366578603,0.0979093399600023,0.166458836261426
1,8,0,0.372759372031494,0.997064419395388,0.0576312133690796,0.0762002447847696
1,8,0,0.372759372031494,0.997509213531153,0.0510404578250129,0.070295445624445
1,8,0,0.372759372031494,0.996303977252229,0.0667941851372229,0.0853826286252662
1,8,0,0.372759372031494,0.99673690881746,0.0647452566049514,0.0803884474465169
1,8,0,0.372759372031494,0.961204709265725,0.171732753880111,0.278800740255603
1,8,0,0.372759372031494,0.99204397357199,0.0997900927434871,0.126790359276971
