"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146"
0.98808443347336,0.648631485114357,0.81711636696962,0.865543731835489,0.868385887603146,0.827572251696311,0.816506315898472,0.906289962565371,0.619361549697469,0.76136510520581,0.255784567724652,0.671833201162277,0.767361189991433,0.737415418059626,0.834774324777478,0.722912183377536,0.771967745214211,0.760543605096151,0.695621235464534,0.689116583045843,0.729587706257995,0.783167580333939,0.802733450412936,0.815635711346602,0.730797382605153,0.841699341951717,0.810321517224997,0.78088657327632,0.81676051827478,0.715272672791236,0.571846236101009,0.845534273089415,0.918692347974802,0.793302838659156,0.799096977059762,0.79689519774455,0.600762923536438,0.841370081829192,0.647174667230583,0.795192444816727,0.820196607383887,0.825976553003846,0.712210794271895,0.772213872472603,0.794093916646145,0.645043495152022,0.792035290790785,0.680740510912249,0.728581607711622,0.870236159418427,0.762796968241615,0.778509667407254,0.692574306146631,0.628820586895188,0.762471857877436,0.358654195345107,0.601053212891106,0.591355800058087,0.655154678714824,0.732922139859781,0.43098600366092,0.885118687704814,0.631117256976719,0.805308341110614,0.841617631654526,0.821891255524134,0.810494675921661,0.896459062808407,0.905977965400076,0.671161445265097,0.823829591201478,0.932953012439629,0.558826062919629,0.721805406294222,0.850263685739655,0.808168780501452,0.826400120801237,0.918152045477286,0.445088015336233,0.799766941013962,0.746897779358414,0.780793129196729,0.585987319944512,0.571463441838515,0.833786041121023,0.892222590681223,0.761150113825602,0.698821091833356,0.736345338504229,0.829629869784949,0.65114622808366,0.595623869359504,0.565212771521645,0.817711656288606,0.760175878832598,0.622105950734061,0.456381003072643,0.631291529494981,0.644516610274641,0.701495420386844,0.622192008873144,0.59033121598315,0.838689095502115,0.592278804568177,0.50698594908564,0.705073685678542,0.6795677264008,0.577418079966046,0.518303332753439,0.425892225154543,0.49184544027123,0.674209770851691,0.498701398023791,0.622332559829449,0.438902637676875,0.79303428610889,0.606546486830473,0.712685677054892,0.343658842751838,0.73465922738033,0.684707792376785,0.672372387806787,0.684055427263155,0.256193672565347,0.486150242170933,0.665437193841472,0.674178448136257,0.616978917280834,0.59508478038036,0.806187706941549,0.574313613001601,0.310660755918334,0.483886259327206,0.508506636275928,0.409257939381039,0.730739575690518,0.554687509116591,0.620014691848311,0.512518998843091,0.649794775024572,0.794594503302769,0.660221267372153,0.75473255650969,0.524276578862723,0.524153509135116,0.644067304718753
0.612754654997846,0.984212674648206,0.764277817407794,0.638201235702608,0.567899796961666,0.808825392045308,0.742431479423277,0.674328226069519,0.618706111890904,0.702701848893983,0.467624902338935,0.670745619478313,0.751342916823783,0.712686178831523,0.710912750307862,0.676455542443805,0.756899959190659,0.612481205404674,0.611842752966282,0.797045127085235,0.715717327900333,0.686324229333815,0.495965622716586,0.603336728031524,0.831077825157351,0.704566445031067,0.75181761853297,0.697974598102665,0.773824937784234,0.832278049636128,0.612984612718897,0.568362007049631,0.665673382716941,0.812344604612393,0.823741214465753,0.716774939804775,0.560020482714604,0.856341985899878,0.775207262240739,0.60279560371594,0.671337677995805,0.82792395335787,0.858906594691691,0.700184327885591,0.70126384961616,0.694656752591751,0.706518292856796,0.698972266078342,0.663289289101034,0.699683553706371,0.854515921299542,0.555011326673088,0.654455646003859,0.852065255106046,0.645576788890114,0.422182788965791,0.602035074289352,0.669860113970189,0.85328024028735,0.596195627216685,0.701968857219367,0.605466905870601,0.71513320160651,0.589633873436307,0.652571828598079,0.629602046470874,0.771180513815611,0.712779875181576,0.771590089183199,0.833713326135794,0.737595065384058,0.776590840249348,0.725812891595309,0.730173084763345,0.67458745219333,0.758500345494003,0.746117124264781,0.729755291172894,0.643777538256915,0.770692360559223,0.63483984838978,0.62713399342776,0.502154873811011,0.569596679554056,0.747914570938143,0.679134305144423,0.591595998841792,0.818543418446741,0.571965426380076,0.812518413844671,0.502930355450744,0.733374749979359,0.522631636684612,0.630711888088334,0.696079726501289,0.625547499485673,0.693081855620448,0.717430376320813,0.801549437603274,0.764675964667402,0.824246292069499,0.753750930621527,0.782916193632684,0.58824221560911,0.611018524395774,0.722286281844487,0.682042737792363,0.649923550916615,0.696866432151787,0.539625550053591,0.638253911420607,0.694726357433862,0.564108036103508,0.538503373559239,0.736063414908075,0.603484766335022,0.767369539567966,0.750103578205049,0.682110871616785,0.838911911000285,0.705253949576474,0.799743472944088,0.624662572481467,0.565609021986385,0.564511632835017,0.595566685813831,0.850685852171678,0.697600630700251,0.767760808336133,0.866847521973784,0.571815510074224,0.457055039299463,0.516808619380627,0.75596057784442,0.588902616171701,0.776759719910398,0.667035969511056,0.644162892679484,0.678530607034879,0.926000828614357,0.847214496406787,0.852680952497059,0.757442038650384,0.621251431739311,0.754551833620866,0.907748748748892
0.885406264664243,0.675932616749374,0.992082336100049,0.894675983715163,0.777381651271792,0.902801331848612,0.775476632994104,0.886999887954767,0.662207745791159,0.865119101578036,0.328035235742013,0.790361898808802,0.853040637496415,0.905148518396134,0.722181399342822,0.76297330845,0.795382610483405,0.820097988894382,0.729918555291831,0.899311944968267,0.70094388550104,0.845937936668766,0.744872510139631,0.856824396352226,0.839949177427101,0.863707019495188,0.831795570659644,0.766801843969658,0.838514305862759,0.96629567156129,0.611661606650774,0.821158140161791,0.925692365067952,0.79884475063917,0.640309837892942,0.811555368925259,0.65354588251633,0.848774693414797,0.654309846904359,0.751138931533082,0.877183289461189,0.699492106150072,0.745320087551345,0.828891290141678,0.786841735787694,0.613237260563313,0.809676960173411,0.820430354653467,0.805919553903504,0.743717339583865,0.885001054745342,0.720163382562725,0.692931495706584,0.800854750892396,0.833357969847442,0.546651727752365,0.767202602272926,0.738210866403416,0.753242062689621,0.666302920500853,0.717809969802154,0.906297577942187,0.747086383876117,0.824028256987882,0.753016179012152,0.813729276483997,0.892205564812314,0.847526309109292,0.894310280988084,0.687547226438855,0.821033745060894,0.802945545762686,0.599609611193409,0.672682076971427,0.873620369691008,0.812068860691166,0.886867860169255,0.831434334498437,0.705103085572449,0.757944154401746,0.784298352301994,0.770229118845406,0.460594322118932,0.709221423693062,0.789407562972699,0.782040638978455,0.830961544748766,0.798197630383181,0.548550232735231,0.875588962731877,0.658035873564973,0.724291912299977,0.686802417368864,0.873597946381867,0.663993077160695,0.681051923400309,0.724635401434344,0.665948452140965,0.756791616492174,0.723397228466156,0.718596680393098,0.638560127452329,0.768365251896934,0.649284129037411,0.604258231886771,0.642781958488789,0.414537698335069,0.733977690313011,0.261291789159083,0.584073418961772,0.638223938029862,0.719951272077662,0.493527699781809,0.672934033734837,0.419829240004852,0.819983582275431,0.641295942744716,0.51176577750523,0.596755984572186,0.805552919080802,0.786143733362018,0.763634340068648,0.751188017920949,0.499258878941827,0.477272697431069,0.710141110589671,0.552852051336266,0.623505646040385,0.657834492849978,0.589999545188084,0.653117091574703,0.558891936093217,0.556575287110735,0.705723178759391,0.641524167746379,0.768847436073763,0.511873272212921,0.621231778976913,0.405701309340857,0.626523599537089,0.702867435509147,0.708061556066357,0.76751743838502,0.621820124280824,0.744140616662743,0.877727057714582
0.753259021714721,0.599591739862262,0.803294008219618,0.980181164324994,0.732944434752541,0.837181465086506,0.821491717162336,0.824377338854714,0.684072571144612,0.577915458611081,0.525130611841639,0.656443227896411,0.56548856373754,0.78961636148049,0.790449945880612,0.686317435519169,0.733550804277088,0.695506267091578,0.730441176665089,0.562396441424719,0.722167131551509,0.794683352025879,0.719570942679832,0.683859094795973,0.764269239405934,0.810054538343912,0.895685274042461,0.882342097182046,0.861477878902459,0.501226795728643,0.393376096003942,0.783773213265635,0.859785548933277,0.595646085305085,0.514586280257574,0.849491383402985,0.562552230751913,0.75505465842137,0.719654994046284,0.714100296286544,0.670239769721696,0.732799095235403,0.524002491979833,0.749126129983297,0.776931667633893,0.67257082110568,0.625804785990159,0.857395393568601,0.655087735817313,0.673385715962991,0.805578939066219,0.553273869758906,0.590046667786247,0.700738344692098,0.776116140466387,0.603372868519391,0.662755623533098,0.625093815704849,0.657548737426495,0.571784105596665,0.547114992343585,0.876193782626269,0.737973928222805,0.790928933246976,0.768535957032494,0.84935906954265,0.877035183436511,0.782742320073118,0.836242048505019,0.637837348442682,0.831678378884742,0.76723519756611,0.576519194179553,0.730246836295113,0.731875782078395,0.823057589723884,0.81789076062014,0.831393082660555,0.394962444243107,0.783676559239957,0.713411457440363,0.87775832832215,0.451983852567101,0.783035898120551,0.803204633645728,0.812856448213523,0.805130135148855,0.699037274215756,0.455262411433951,0.868338971590909,0.510920882668645,0.715315169778772,0.844960267007971,0.558634125255838,0.772816128202241,0.838815843183917,0.510485200528238,0.531783655328468,0.772834719758511,0.823073268144681,0.822608961924063,0.692536135065146,0.771359831477921,0.454607674519425,0.661658126760868,0.81728756517546,0.717002718654881,0.555932344014153,0.465027950471228,0.602628889823119,0.459192749891195,0.781462848899745,0.378953697310996,0.336278621849966,0.425778037435911,0.734665056018129,0.727777451327816,0.554041075635043,0.638367732942333,0.83103584401484,0.609372212446986,0.868295404165748,0.686764164621296,0.4240235251668,0.560406484339901,0.695809162394585,0.372098465616451,0.857900698526965,0.607226763312972,0.653783845356468,0.624354102287007,0.612532627033829,0.408128997970127,0.420790403130039,0.516307993725868,0.705116227030618,0.77698424140262,0.794166321805314,0.787478457870584,0.48985439605853,0.74742905183926,0.564726469496216,0.622861562989607,0.659921542585561,0.734507701383305,0.327938660261481
0.803047742310597,0.72861369429104,0.828546902787231,0.727698889946236,0.975865282844285,0.815031628588027,0.692880994231052,0.834883755028552,0.462032047811873,0.663161487901715,0.635975287535734,0.69732886278606,0.814342862597828,0.756636825887171,0.846969316812987,0.613554012008178,0.780927362469696,0.430903491754455,0.785842874250334,0.787881020027174,0.560265954710885,0.672750111126016,0.906403103651484,0.839528586268473,0.743274949819877,0.821736663514327,0.828551149242706,0.795144451003858,0.715217196191002,0.829800545604721,0.599871042659286,0.81254799995971,0.828839287909236,0.920001382714365,0.906573333458593,0.721702108400379,0.443343560859896,0.861699092859781,0.513133874889838,0.610163335082167,0.82822281653107,0.794405789162588,0.751195423995802,0.815994008235343,0.584996807137151,0.662212745301925,0.627198656617307,0.669635734086277,0.785788435565727,0.77140906090125,0.694367113441148,0.668748306489047,0.70326993731021,0.58706092990341,0.724507756965921,0.51117443933112,0.432761310306114,0.622716226650797,0.636475942970304,0.803316932996908,0.69708445800055,0.850771553344955,0.556027639956721,0.886106737484181,0.809484105666541,0.898006860444156,0.804862658304358,0.770276955303477,0.848371671651426,0.793114347555292,0.813499371455625,0.832478809391496,0.557820411887212,0.792071863828185,0.801905867031369,0.818689111256944,0.711323546305087,0.76295771557815,0.657125036936405,0.847956878638017,0.555610754478365,0.742075185035084,0.479890215996986,0.54862687937465,0.687470102745267,0.777798076825772,0.843944920315291,0.641842003065769,0.757546257731407,0.729001592503179,0.523654300291355,0.642556749097728,0.628828863705094,0.821792094396949,0.862016101665501,0.542358456718613,0.591739746668711,0.674517301398227,0.483267999586222,0.700758096600288,0.817852476427012,0.740502338998701,0.877786438027719,0.575248840777972,0.640930367956677,0.592097332414318,0.657610667439752,0.75142509165564,0.635636092625512,0.662120788256308,0.307630594059641,0.628628881358288,0.651167178313777,0.544122143080234,0.633607055774753,0.639637925187964,0.789432735092893,0.664575386293653,0.699598555831931,0.866137322422811,0.799078571350508,0.541781856682595,0.535644165284332,0.50385790419078,0.6432194190345,0.490628126270681,0.73044698466496,0.434856046265022,0.60867664954445,0.79884386758378,0.37225020104123,0.568235362219393,0.564017492680832,0.695570714943958,0.56624192778307,0.759384487416933,0.678187689708156,0.757354663317816,0.662973782753884,0.919013508818543,0.833748791697186,0.826430597682234,0.526063002470151,0.672172197984246,0.738267732151361,0.755857450340077
0.683499007426954,0.392310302530765,0.739530072639697,0.775148226296684,0.740991752945137,0.988430620001778,0.677741478536097,0.836055737036239,0.304528307044173,0.722932532192665,0,0.751932134301105,0.852169782946258,0.882994254869467,0.586123931229904,0.781998560405662,0.733623497534695,0.734255806930266,0.703014910528019,0.860988746977121,0.436826796347539,0.680014895219869,0.566755810267649,0.897780423270219,0.751071415119347,0.795842507622893,0.830532470388474,0.824602552056094,0.791210511758064,0.853728521118982,0.664793701231839,0.818018578984414,0.883790599073592,0.733494066103696,0.532517850241487,0.727369290185106,0.442678549176268,0.760853198318189,0.38937464969751,0.760116304741741,0.780356097803894,0.623418982975965,0.474351808348066,0.811186321571115,0.63624080591842,0.340619713632437,0.764641961457356,0.729423967162672,0.641636209755439,0.741562775638257,0.623887611647138,0.511729136815543,0.582628554664576,0.555629955737628,0.801427908040949,0.321309932739174,0.649916652691006,0.676457646682396,0.500375846562005,0.701877336660282,0.466278714429926,0.915020280082947,0.339232628710733,0.746535484283411,0.788561649364231,0.860362568310749,0.849706071411192,0.750410395175398,0.772587012823781,0.526245973269715,0.811605800407701,0.748443233255108,0.412400072452626,0.701099800806643,0.756108268860288,0.765321306242424,0.74355123368923,0.733830079121663,0.376650112396243,0.624933316069961,0.511557394967417,0.782035074682276,0.309660506682768,0.644690498372363,0.58086860318605,0.770024748774792,0.734094431257839,0.59306515579968,0.434241217410572,0.895069913021467,0.413632105710506,0.544557426023585,0.491029268606768,0.733882594309102,0.706345531357461,0.666232125713261,0.416426516185022,0.422950984851938,0.581180728802174,0.596697949582809,0.799382669723642,0.530551689513582,0.678931107194106,0.606872867095464,0.474596297185547,0.652029385448418,0.645435662287472,0.709575731538636,0.382938760047613,0.428133807153358,0.478173511006907,0.640726199325449,0.254264499685636,0.500828181528896,0.386072423822099,0.739743153060747,0.610124944090044,0.534480004124369,0.496091671636667,0.792815858322945,0.659541804463872,0.680465783079811,0.759448514719393,0.338739812645961,0.287740704200394,0.73268394598981,0.351538866076687,0.652901937674289,0.60186641953852,0.499631743923033,0.476243948255345,0.477943261970966,0.384765063719944,0.443292589465658,0.517662740964349,0.708907202887539,0.580546613123994,0.603448982941098,0.717102806385458,0.27448891621482,0.658905558966931,0.499535129068624,0.570038225518084,0.555074736976013,0.651752945873242,0.64975283115549
0.721722913438401,0.759162912049301,0.741341095566472,0.624497918962894,0.799597582202833,0.816659174635442,0.992167313619487,0.867990382066805,0.384843866971715,0.715186264840331,0.443128462318311,0.721699272511713,0.862862647825889,0.769546510741749,0.822406192981108,0.666521253202027,0.79850609418781,0.561782806306943,0.793256541957088,0.790345633275302,0.483698633061688,0.600401889048792,0.780321754063138,0.826191226205436,0.741871101446652,0.64055250988161,0.840965432294983,0.869598184161664,0.731545894322509,0.967176025443012,0.641870707251631,0.597537494645214,0.752755855003584,0.861599403469197,0.731979849469278,0.82800934029267,0.62935689208692,0.868685683397146,0.67074706935328,0.769782976624891,0.714962535680057,0.859862055755076,0.821410832608273,0.866842584247112,0.698471645920945,0.697640735914859,0.538968926748244,0.675581280989829,0.70661912555394,0.69272550078047,0.789177861617561,0.747199712757665,0.780110375418023,0.782871178130283,0.760610020452455,0.309042918406337,0.592483247092447,0.77181978363393,0.769599193167119,0.677660075670277,0.638813187499717,0.80325200172055,0.597702477105412,0.888571701197797,0.774819869644629,0.869714350242842,0.882313329912339,0.745176434513643,0.920655046567578,0.857727167256372,0.85164508734494,0.789701929633469,0.654767968487126,0.749527326641095,0.831295220838037,0.836967071232059,0.843574349664573,0.801740323830694,0.58382478197029,0.849018829949263,0.573938196782279,0.873170406246551,0.667148313442295,0.723352285273044,0.749930463386494,0.700812651261917,0.839186902450253,0.833491023144386,0.651855881566547,0.778680375750569,0.643233739049847,0.680913231395106,0.639922464668112,0.760686476002986,0.806522557486571,0.734882867064416,0.766361542815907,0.777788716740628,0.671983617203427,0.479395199880936,0.560490699829244,0.671084223724217,0.705689885712752,0.667326584918735,0.757266879461663,0.607057342552409,0.520209708824937,0.772818345781786,0.693520108164869,0.816993961117568,0.712839983966394,0.63568927231698,0.627203615525414,0.54698775294508,0.620528982135105,0.716859356698758,0.768461369801605,0.540131566322742,0.636633709248279,0.794442450272574,0.797775495376531,0.587321751086325,0.527032798404616,0.739280560137847,0.77065591526729,0.575978388135299,0.614093338128698,0.656830386821912,0.57283572888096,0.826200708346028,0.548442964827917,0.520663645379524,0.716909162259796,0.817897924505331,0.719503752228157,0.8128480593087,0.54919168369238,0.795534177562187,0.350814958316518,0.647990781393834,0.672200307218625,0.803189430090294,0.610354827875745,0.79475680798782,0.638374437347097,0.89101460859838
0.824331074759765,0.412068794030721,0.801060231878377,0.86208512101393,0.82517338643769,0.850513820784256,0.688406572495873,0.974905627771925,0.515758305464894,0.73265848356541,0.261969574473547,0.707360104988575,0.544431065795764,0.864987550639865,0.780720911539142,0.762306180791776,0.706702246950808,0.747037658539272,0.608878983364329,0.695166963793537,0.575935662200118,0.678925891395665,0.753305864689146,0.888335512366643,0.74605438057993,0.810825308367418,0.883323450601735,0.747350623126554,0.809401943278228,0.603424893623133,0.351503038234301,0.822069609581835,0.908297407013084,0.633840108819063,0.554009767575423,0.84998091249608,0.369153298240017,0.763629643019536,0.607672629658646,0.856057584122037,0.815875429822568,0.750970034947421,0.45669097593004,0.78220635689956,0.691018475623489,0.37412888443342,0.714652304683884,0.708369540130397,0.57552117605156,0.722397785488112,0.701419296973439,0.341896352252047,0.469454456648726,0.572685288956198,0.775164954759295,0.413666430758025,0.599154661109145,0.458221101018193,0.370791954388004,0.610749199131447,0.587664939523096,0.912203219470911,0.605423102406347,0.862952793175942,0.845820192747095,0.864289149104803,0.756823342793539,0.774153590543454,0.861240780260222,0.574622810481626,0.849686825010076,0.797054291049309,0.545353285369167,0.771439064248977,0.845512024817588,0.819116348205757,0.747771793121899,0.855438177980419,0.560043227964017,0.747675638588279,0.59879381730769,0.782362591106249,0.223672748120051,0.451402896410841,0.743317308012556,0.82719712063952,0.846859357817494,0.678236431590015,0.476449526919227,0.803141049395742,0.270922279573717,0.618915036144424,0.681215065887273,0.740270024813965,0.735783212979828,0.772388396871483,0.611489483514184,0.554167956605822,0.620201527584297,0.64576891014604,0.73353618297724,0.458115071931477,0.63942246305716,0.587360592696317,0.546309085277362,0.695387001686742,0.664129705513079,0.432792821399653,0.515278103918051,0.44565491751317,0.511772828496044,0.681353983932793,0.379795192755101,0.526715020904162,0.398925603180096,0.841629416674776,0.485491615602795,0.588554696020157,0.526892524769926,0.634398010514224,0.7671733190155,0.784242494874805,0.662312661512217,0.372866042537613,0.400235523719712,0.729003463819267,0.478970076675482,0.836370599489684,0.624634844256389,0.68663500983087,0.648133921758427,0.7305796157644,0.4266801185335,0.640210970151673,0.531672535694953,0.688630835852295,0.643089919560493,0.637050104486071,0.688802680518704,0.358100885080518,0.509071270851468,0.607859445509058,0.681953306788863,0.404767222418525,0.591024016234074,0.54771992054093
0.639974336454367,0.885569555545316,0.623776126038779,0.655906770655357,0.469055337450209,0.551735528886037,0.659528429619661,0.54551515992617,0.993359967309129,0.697882691927107,0.623883103654604,0.757126485523882,0.83472769589797,0.607331356001731,0.531639472421904,0.86431355470092,0.596166047810325,0.825760039329051,0.678338606148298,0.837834937889695,0.720314425406884,0.753430834812358,0.565599645667521,0.719332301707398,0.801570639318096,0.585172351570951,0.7390720865141,0.573286209251315,0.807772674212866,0.931186198110352,0.620492337556795,0.545269454129622,0.473317293180345,0.831128954876194,0.868064083201319,0.581120638135825,0.687912418139409,0.624927839003427,0.725587775211934,0.557328240277404,0.618604721916499,0.704536604052113,0.916423080731546,0.567038136570617,0.735202773752424,0.761700711229023,0.714791045245977,0.504507124479444,0.790025251654949,0.656712786319625,0.77079059256462,0.472403509825534,0.701681945408074,0.767201076890825,0.7027388740598,0.513802920409802,0.743134819680069,0.764921840449795,0.790502184353693,0.643469831279111,0.809368130927743,0.545384978395179,0.932888598706686,0.729860312135022,0.815926568887656,0.684361328004065,0.790346482770004,0.531765097296041,0.619062305193739,0.768079418811051,0.574539812731733,0.626034780696435,0.712741821966043,0.60307723137173,0.527430552650401,0.764319710982063,0.612138573931174,0.684770267306789,0.617339628231768,0.726291902642574,0.669875136474988,0.605144056204713,0.222839851354591,0.76558650587742,0.41137624132978,0.733404914006114,0.680028156137315,0.682409088327156,0.691206016374109,0.617192541985838,0.662132509075138,0.639934489434917,0.822472750269388,0.628223160979708,0.698669421757065,0.721446865905256,0.63574335501992,0.564947741882154,0.821740076084719,0.757787509116573,0.630306827541393,0.626060079445441,0.8044432842961,0.749390600650688,0.711881052690777,0.641488863375814,0.695448246405268,0.57933892440327,0.485919322813513,0.655124276794093,0.646433776146254,0.693363775308176,0.707955516431916,0.484963461969792,0.565862025389398,0.796448785814055,0.743473222144256,0.797568554960942,0.608087386309206,0.674960353743037,0.751712677625907,0.682531541099798,0.639906242951901,0.648999830127993,0.76508086759579,0.697579873433474,0.880796717501998,0.753197396325816,0.50477292526776,0.543188283959558,0.820612639298987,0.569218081606325,0.616939634700177,0.595375447539378,0.739941770191349,0.741288719386502,0.72285380167591,0.758859346518552,0.697745115716977,0.641495272537302,0.690292847415885,0.890045478855499,0.706496629636939,0.742347669130701,0.662769066316803,0.847345341418097
0.822709247205595,0.486782947783441,0.663045852243815,0.826727077218983,0.773826237630157,0.830660626578432,0.605480705442099,0.772099918625493,0.413664022878604,0.992545781266145,0.322167678840974,0.721386355670555,0.592356470067101,0.844676795599164,0.799976556730756,0.757799033455444,0.689860972054496,0.719165261423354,0.721068374660213,0.82001954759963,0.685781525007286,0.834520879204564,0.708498805219685,0.890023032717862,0.777642926611467,0.832837178822813,0.827285795161301,0.664660643873899,0.825128894145687,0.777735377547961,0.491071264582075,0.819874102096445,0.877732773039283,0.864637128639064,0.623268811325698,0.786486943854172,0.579305731015087,0.7973468319436,0.530994181056264,0.798244099204714,0.734749799028261,0.744843993507624,0.52588046734834,0.663690020866677,0.706966227854949,0.620274644691625,0.701977955109844,0.687988619097653,0.692364640730608,0.739278572656467,0.58893479706833,0.420134574970432,0.516034704495397,0.529624967941355,0.823494978170659,0.479328093855115,0.66250709780125,0.551037821042139,0.5267278672503,0.649437353680664,0.518845146431815,0.85649088446455,0.409401214575472,0.828213653021119,0.875202135584566,0.863500493950114,0.74467039298441,0.805412800694491,0.827266729361018,0.68697758608784,0.751240112221023,0.844109452604486,0.53503244800308,0.753203522774606,0.761625767337905,0.750322113555658,0.765197071791615,0.845383401015632,0.649824876116782,0.78398970827896,0.71899039080335,0.726817638195927,0.336522495409907,0.624699538073376,0.747005361056984,0.841894462144997,0.819240832742901,0.635699393999917,0.667718969493591,0.839338615451238,0.5964599013903,0.596617206701987,0.415001050183923,0.808782153972054,0.79665413225338,0.774162853746846,0.741642459917757,0.418855629350814,0.619313745733333,0.72300120040307,0.715948420276786,0.633002011211592,0.7388513582767,0.763111416996333,0.582621841003674,0.769442424649441,0.700744048119072,0.63460129056366,0.593836583637642,0.442626667763353,0.283550294662243,0.659391443451945,0.471474444108634,0.578323699095446,0.524739483070497,0.755295031091093,0.68690743088734,0.61146491072053,0.644408754968749,0.645153208700918,0.763302192595202,0.719734694908915,0.743960749382105,0.399126449146129,0.58120897488606,0.822470116474335,0.549908440540581,0.762744993763301,0.646664772917419,0.554034929135069,0.662008678290001,0.662895190795175,0.638670354555732,0.625818200034483,0.593659487082193,0.828097321858488,0.638215325960484,0.627389045869401,0.800378285080008,0.467027330241046,0.653168604412507,0.590323704459774,0.520966781200068,0.516793502677152,0.568204578494919,0.945448814833365
