"variable","theta","alpha","lambda","mse","msesd","nonzero","rho"
101,0.5,0,0.000999999999999999,0.00621223333085913,0.0147867022110826,146,0.996900376752297
102,1.5,0,0.000999999999999999,0.0188708087164872,0.0689496241670954,146,0.99055254690237
103,0.75,0,0.000999999999999999,0.00979378510827362,0.0402827035185515,146,0.995096433839806
104,0.75,0,0.000999999999999999,0.0144665866443443,0.0521565487360505,146,0.992677575202316
105,0,0.025,0.000999999999999999,0.00746493080526594,0.0176711484850798,143.886597938144,0.996245619649596
106,0.01,0,0.000999999999999999,0.0132838684097264,0.0325951905087455,146,0.993289011041007
107,1.5,0.025,0.000999999999999999,0.00197401223730832,0.00553356875440685,137.525773195876,0.999011282369434
108,4,0,0.000999999999999999,0.00880049788440888,0.0382287086694145,146,0.995716786358483
109,3,0,0.000999999999999999,0.00753839994848107,0.0205928998180923,146,0.996281280780504
110,0.25,0.025,0.000999999999999999,0.00840276221050941,0.0330350263333688,140.60824742268,0.995772188163691
111,0.1,0.05,0.000999999999999999,0.015009214240136,0.0787124156932742,134.371134020619,0.992450544819065
112,1.5,0,0.000999999999999999,0.0030183931813385,0.0128355719757565,146,0.998492529523229
113,0.25,0,0.000999999999999999,0.0167027094800431,0.0703667473644338,146,0.991609758904017
114,0.005,0.2,0.000999999999999999,0.0201149872433031,0.094905187834501,94.7319587628866,0.990235002763464
115,3,0,0.000999999999999999,0.00715910698279573,0.027247502145948,146,0.996508397658125
116,0.25,0,0.000999999999999999,0.00739890112280009,0.0189734631566442,146,0.996159196114491
117,0,0.025,0.000999999999999999,0.00774409998523741,0.02663275439948,142.969072164948,0.996146586861391
118,0.25,0.025,0.000999999999999999,0.00754375506995483,0.0208995541599651,145.19587628866,0.996149837160848
119,2,0,0.000999999999999999,0.0021320613729285,0.00616159945906671,146,0.998945000124211
120,0.75,0,0.000999999999999999,0.00619935477624746,0.0174343089064751,146,0.996856287556931
121,0.75,0,0.000999999999999999,0.00388830235881145,0.00883187465191308,146,0.99808364070446
122,1,0,0.000999999999999999,0.0055110854241944,0.0215761642111631,146,0.997217261044373
123,0.005,0,0.000999999999999999,0.0212923052183174,0.0704902948669456,146,0.989227567296303
124,0.01,0,0.000999999999999999,0.0240021801556817,0.0808860431724829,146,0.988009793635921
125,0.01,0.05,0.000999999999999999,0.0196353423691785,0.0965258144746946,134.453608247423,0.990150367271442
126,0.25,0,0.000999999999999999,0.0136948394667761,0.0469913230754848,146,0.992993744260206
127,2,0,0.000999999999999999,0.00586096783225803,0.0184961920775081,146,0.997093706726165
128,1.5,0,0.000999999999999999,0.00732565283571387,0.0252808060485897,146,0.996308091164388
129,0.1,0,0.000999999999999999,0.0144380436242943,0.0434320576439165,146,0.99270393522002
130,1,0,0.000999999999999999,0.0072606841529899,0.0189920991769181,146,0.996374565266379
131,1,0,0.000999999999999999,0.00224761138766543,0.00831169861287894,146,0.998876908582749
132,0.25,0.05,0.000999999999999999,0.0220506193080372,0.118774526017992,134.134020618557,0.988933245932598
133,1,0,0.000999999999999999,0.00672807880908133,0.0212436388239777,146,0.996658814610723
134,0.25,0,0.000999999999999999,0.00585387999151127,0.0211920515380899,146,0.997106029036618
135,3,0,0.000999999999999999,0.0259057934560985,0.0907170979550652,146,0.987255867072012
136,3,0,0.000999999999999999,0.00481831977363931,0.0122089543580142,146,0.997558475761363
137,1,0,0.000999999999999999,0.0020977941962745,0.00711408783825356,146,0.998946442725111
138,0.5,0.025,0.000999999999999999,0.00710381789894019,0.0156425998384045,142.340206185567,0.996519276157963
139,1.5,0,0.000999999999999999,0.00235917666421075,0.00768316458017956,146,0.998817944975468
140,1.5,0,0.000999999999999999,0.00231815183168168,0.00805498980154768,146,0.998837247056408
141,0.75,0.05,0.000999999999999999,0.0214444164838783,0.109925118782106,132.381443298969,0.989193027256029
142,3,0,0.000999999999999999,0.00385849059763706,0.0151688049246315,146,0.99806927940523
143,1,0,0.000999999999999999,0.00456879011146022,0.0153932598623249,146,0.997687346970009
144,0.5,0.025,0.000999999999999999,0.00806180101424651,0.0248953722320231,140.701030927835,0.996019947903719
145,0.1,0.025,0.000999999999999999,0.00504576764569383,0.0121948374099583,143.762886597938,0.997435450470415
146,2,0,0.000999999999999999,0.00277217048289247,0.0104108141400848,146,0.998607756785708
