"In_sample","theta","alpha","lambda","rho","mae","rmse"
1,0.1,0,0.000999999999999999,0.98081130161066,0.156348983814648,0.195955957095594
1,0.1,0,0.000999999999999999,0.963352170340478,0.187239815378353,0.267289551662097
1,0.1,0,0.000999999999999999,0.968135966019696,0.173221497517548,0.250854606681835
1,0.1,0,0.000999999999999999,0.973417833258623,0.17079064354575,0.229101866377195
1,0.75,0.025,0.000999999999999999,0.985634396323977,0.12290733575259,0.170489251687113
1,0.75,0.025,0.000999999999999999,0.986320429935453,0.082381416256209,0.165235996296285
1,0.75,0.025,0.000999999999999999,0.987044439381507,0.1035775456712,0.160892980602749
1,0.75,0.025,0.000999999999999999,0.970072711240482,0.145557108528328,0.242842037865505
1,0.75,0.025,0.000999999999999999,0.982014431845237,0.119595023238944,0.189391751916143
1,0.75,0.025,0.000999999999999999,0.98895091141039,0.10395516273507,0.148701189417811
1,0.75,0.025,0.000999999999999999,0.989341259364478,0.0947324883403971,0.146935648685257
1,0.75,0.025,0.000999999999999999,0.993677523991356,0.0756432990003941,0.112661107543602
1,4,0,0.000999999999999999,0.992199780947914,0.0802065297433924,0.127842688396603
1,4,0,0.000999999999999999,0.987814215440487,0.101272904223649,0.160584861413257
1,4,0,0.000999999999999999,0.97080488909554,0.105601649943034,0.243003985111179
1,4,0,0.000999999999999999,0.988556562332627,0.0837500832680437,0.159285832064656
1,4,0,0.000999999999999999,0.980483104884837,0.104742861012654,0.201314434734168
1,4,0,0.000999999999999999,0.988181200335039,0.110816987594061,0.164185462961313
1,4,0,0.000999999999999999,0.995315365144715,0.0689680543647609,0.0988466466164437
1,4,0,0.000999999999999999,0.992493076154058,0.0799984990068507,0.128143421913415
1,2,0.025,0.000999999999999999,0.977222173737802,0.12466596127711,0.216550443862422
1,2,0.025,0.000999999999999999,0.971500514024287,0.125267322115772,0.239614273316929
1,2,0.025,0.000999999999999999,0.989061420320804,0.103286638905337,0.15039968300637
1,2,0.025,0.000999999999999999,0.988422105381688,0.0907378168213151,0.155685915129553
1,2,0.025,0.000999999999999999,0.993132133654218,0.0758304587924066,0.120252575498202
1,2,0.025,0.000999999999999999,0.978649194938908,0.130881708131923,0.214568027919908
1,2,0.025,0.000999999999999999,0.987803963171133,0.103539701659381,0.157767986212117
1,2,0.025,0.000999999999999999,0.994111223393856,0.0768905458479075,0.110178515002134
1,4,0.025,0.000999999999999999,0.980631955079567,0.118968160295732,0.207658415369612
1,4,0.025,0.000999999999999999,0.990788999414338,0.0781539802757904,0.135901274773535
1,4,0.025,0.000999999999999999,0.989162986168686,0.0888299150440009,0.152853660214459
1,4,0.025,0.000999999999999999,0.991837737175583,0.0595277758308432,0.134456175823433
1,4,0.025,0.000999999999999999,0.982542720161055,0.0974201288349502,0.194466593964261
1,4,0.025,0.000999999999999999,0.994589855830727,0.0671903252002164,0.106096378950574
1,4,0.025,0.000999999999999999,0.98624004761788,0.0987702804063613,0.167634252196587
1,4,0.025,0.000999999999999999,0.991194099318061,0.0769792455087713,0.132057303152379
1,0.005,0.1,0.000999999999999999,0.985546708449785,0.113990912035157,0.16968573146374
0,3,0,0.000999999999999999,1,0.0761930671464183,0.0810135195805053
0,3,0,0.000999999999999999,-1,0.0791457820145633,0.0955344460209238
0,3,0,0.000999999999999999,1,0.0182156170626079,0.02023391972398
0,3,0,0.000999999999999999,1,0.109807588177615,0.144687707966951
0,3,0,0.000999999999999999,1,0.282496808921712,0.287134426022763
0,3,0,0.000999999999999999,1,0.717482117768312,0.779590612571939
0,3,0,0.000999999999999999,1,0.348207201249871,0.359244993841922
0,3,0,0.000999999999999999,1,0.397599300198894,0.42100045097965
0,3,0.025,0.000999999999999999,-1,0.0937554343579798,0.101370174099751
0,3,0.025,0.000999999999999999,1,0.294793774268827,0.317677063498582
0,3,0.025,0.000999999999999999,1,0.0775366625065411,0.0913647977479503
0,3,0.025,0.000999999999999999,1,0.316111746007995,0.341062639671315
0,3,0.025,0.000999999999999999,1,0.243030991305483,0.259775812826273
0,3,0.025,0.000999999999999999,1,0.333899913123248,0.353332651730017
0,3,0.025,0.000999999999999999,1,0.122684351461755,0.134397177165259
0,3,0.025,0.000999999999999999,1,0.125368608798042,0.166194876345371
0,2,0.025,0.000999999999999999,1,0.143672406930649,0.152150548856873
0,2,0.025,0.000999999999999999,1,0.268612684498825,0.289064663323716
0,2,0.025,0.000999999999999999,1,0.223044979450858,0.234151903429346
0,2,0.025,0.000999999999999999,1,0.0689292383221324,0.0701433774691912
0,2,0.025,0.000999999999999999,1,0.466026461497402,0.483484425982821
0,2,0.025,0.000999999999999999,1,0.00982524639039763,0.0110289758948578
0,2,0.025,0.000999999999999999,1,0.0790846272715788,0.0911413073092149
0,2,0.025,0.000999999999999999,1,0.116636582508838,0.123207226802863
0,0.01,0.125,0.000999999999999999,1,0.41440340795849,0.42414323980376
0,0.01,0.125,0.000999999999999999,1,0.176001163926376,0.177483050601566
0,0.01,0.125,0.000999999999999999,1,0.971604996747936,1.03660427092379
0,0.01,0.125,0.000999999999999999,1,0.0483368737967416,0.0557068974237937
0,0.01,0.125,0.000999999999999999,1,0.183851754709908,0.185666499881293
0,0.01,0.125,0.000999999999999999,1,0.388239285352244,0.409710664364928
0,0.01,0.125,0.000999999999999999,1,0.0930433909632981,0.0933218386940857
0,0.01,0.125,0.000999999999999999,1,0.411955015652908,0.437700652325927
0,0.75,0.05,0.000999999999999999,1,0.222880059054951,0.247609669427863
0,0.75,0.05,0.000999999999999999,1,0.0545702349208181,0.0560547473794331
0,0.75,0.05,0.000999999999999999,1,0.302377856790847,0.303717746878506
0,0.75,0.05,0.000999999999999999,1,0.0544046933640622,0.0759168095061126
0,0.75,0.05,0.000999999999999999,1,0.436451830332478,0.44693332688332
0,0.75,0.05,0.000999999999999999,1,0.113821761252899,0.115680638870743
0,0.75,0.05,0.000999999999999999,1,0.437273481542921,0.447356464458005
0,0.75,0.05,0.000999999999999999,1,0.149437102811939,0.201220854764582
0,3,0.025,0.000999999999999999,1,0.0454301318433499,0.0484833595397912
0,3,0.025,0.000999999999999999,1,0.0693132708169288,0.0964650231325257
0,3,0.025,0.000999999999999999,1,0.111467198769699,0.114869948679313
0,3,0.025,0.000999999999999999,1,0.0358579152995557,0.0364948946623253
0,3,0.025,0.000999999999999999,1,0.357162111858229,0.409150694199224
0,3,0.025,0.000999999999999999,1,0.180922127400306,0.206467057721709
0,3,0.025,0.000999999999999999,1,0.135605912972448,0.142280208544086
0,3,0.025,0.000999999999999999,1,0.435033026269434,0.458799439497145
0,1,0.025,0.000999999999999999,1,0.522618623904382,0.548404896595201
0,1,0.025,0.000999999999999999,1,0.585677073885791,0.62927789448806
0,1,0.025,0.000999999999999999,1,0.278986023348851,0.285418268806869
0,1,0.025,0.000999999999999999,1,0.428446477312605,0.44531544230282
0,1,0.025,0.000999999999999999,1,0.0773911741736745,0.0804719429508216
0,1,0.025,0.000999999999999999,1,0.479515073163977,0.487916042910766
0,1,0.025,0.000999999999999999,1,0.589109224361357,0.652946835863103
0,1,0.025,0.000999999999999999,1,0.0299550034341451,0.0346761393613568
0,2,0.125,0.000999999999999999,1,0.596975047318371,0.648887478797813
0,2,0.125,0.000999999999999999,-1,0.209519620266795,0.217048511155989
0,2,0.125,0.000999999999999999,1,0.0872110601179392,0.0915477712828941
0,2,0.125,0.000999999999999999,1,0.628784682668524,0.665954279817285
0,2,0.125,0.000999999999999999,1,0.0151255119757246,0.0180968486087476
0,2,0.125,0.000999999999999999,1,0.271186368510038,0.277407879542904
0,2,0.125,0.000999999999999999,1,0.436080541165204,0.476325766171879
0,2,0.125,0.000999999999999999,1,0.430948528181302,0.456869796441086
0,1.5,0.05,0.000999999999999999,1,0.0358131654355907,0.0496506832429721
0,1.5,0.05,0.000999999999999999,1,0.439068959026847,0.439082769428867
0,1.5,0.05,0.000999999999999999,1,0.0581895505016305,0.0767830733311662
0,1.5,0.05,0.000999999999999999,1,0.356401480684355,0.363555066915099
0,1.5,0.05,0.000999999999999999,1,0.310846980150799,0.319986971541278
0,1.5,0.05,0.000999999999999999,1,0.105321988605362,0.105330151188548
0,1.5,0.05,0.000999999999999999,1,0.726406767335848,0.775483956470069
0,1.5,0.05,0.000999999999999999,1,0.129129929443192,0.178022888664836
0,1.5,0.025,0.000999999999999999,1,0.203024821651123,0.20563171510465
0,1.5,0.025,0.000999999999999999,1,0.240614742584432,0.24089053351706
0,1.5,0.025,0.000999999999999999,1,0.116971153579177,0.149022312566764
0,1.5,0.025,0.000999999999999999,1,0.108058768714446,0.119890932748038
0,1.5,0.025,0.000999999999999999,1,0.0635833862057742,0.0637596661806967
0,1.5,0.025,0.000999999999999999,1,0.391831897939417,0.39199925879258
0,1.5,0.025,0.000999999999999999,1,0.573500115912978,0.622459120894271
0,1.5,0.025,0.000999999999999999,1,0.198910948585527,0.213108229284727
0,1.5,0.025,0.000999999999999999,1,0.12740147681104,0.154340079117004
0,1.5,0.025,0.000999999999999999,1,0.404732242794616,0.432327749021874
0,1.5,0.025,0.000999999999999999,1,0.0397512302475611,0.0422562707269438
0,1.5,0.025,0.000999999999999999,1,0.217233922336626,0.224578344383025
0,1.5,0.025,0.000999999999999999,1,0.152180781742808,0.177968059547676
0,1.5,0.025,0.000999999999999999,1,0.185043709868234,0.223179800847783
0,1.5,0.025,0.000999999999999999,1,0.226951073278723,0.244525799937517
0,1.5,0.025,0.000999999999999999,1,0.200423303845346,0.239296106648377
0,2,0,0.000999999999999999,1,0.0459769434699121,0.0643003527059705
0,2,0,0.000999999999999999,1,0.27789776104368,0.316447021737106
0,2,0,0.000999999999999999,1,1.28361648833588,1.36000242790419
0,2,0,0.000999999999999999,1,0.31778235161612,0.323663750807048
0,2,0,0.000999999999999999,1,0.522965280731204,0.538622667193609
0,2,0,0.000999999999999999,1,0.104215812029011,0.112306397908034
0,2,0,0.000999999999999999,-1,0.275063958852304,0.284202410745349
0,2,0,0.000999999999999999,-1,0.0417622293877465,0.0434116504817305
0,4,0,0.000999999999999999,-1,0.105309292485243,0.136386405243839
0,4,0,0.000999999999999999,1,0.0828621889176299,0.0956960681651061
0,4,0,0.000999999999999999,-1,0.0623593349143888,0.0674455697976134
0,4,0,0.000999999999999999,-1,0.0568510627599655,0.0584069039305636
0,4,0,0.000999999999999999,1,0.0470182018956742,0.057265553274595
0,4,0,0.000999999999999999,1,0.101674395670628,0.136524130788189
0,4,0,0.000999999999999999,1,0.078837994904782,0.0802015865442221
0,4,0,0.000999999999999999,1,0.00689654074149421,0.0096626011114219
0,0.1,0,0.000999999999999999,1,0.111605124711521,0.112330379748118
0,0.1,0,0.000999999999999999,1,0.370039421859777,0.38748086298287
0,0.1,0,0.000999999999999999,1,0.393060156157421,0.396473791382056
0,0.1,0,0.000999999999999999,1,0.0343932185400816,0.0352322186977523
0,0.1,0,0.000999999999999999,-1,0.0729360081132105,0.0959294993834809
0,0.1,0,0.000999999999999999,1,0.170505682460415,0.172025289482991
0,0.1,0,0.000999999999999999,1,0.377986654555623,0.411627539327232
0,0.1,0,0.000999999999999999,1,0.0397824246667197,0.0491552268496672
0,0.75,0.025,0.000999999999999999,1,0.230881629713884,0.230912737896346
0,0.75,0.025,0.000999999999999999,1,0.0496584934189676,0.054878591262087
0,0.75,0.025,0.000999999999999999,1,0.0409758835394218,0.041118070870527
0,0.75,0.025,0.000999999999999999,-1,0.224828160021615,0.246745019733715
0,0.75,0.025,0.000999999999999999,1,0.233839148830629,0.234395124936402
0,0.75,0.025,0.000999999999999999,1,0.0262107897147376,0.0357099125595302
0,0.75,0.025,0.000999999999999999,1,0.21003360255086,0.221255656121547
0,0.75,0.025,0.000999999999999999,1,0.185049029339635,0.204710592595062
0,4,0,0.000999999999999999,1,0.021265206658218,0.0216203799013298
0,4,0,0.000999999999999999,-1,0.155780688901384,0.200154999446031
0,4,0,0.000999999999999999,1,0.0317494685354533,0.0337573265875584
0,4,0,0.000999999999999999,-1,0.381379261543023,0.423666239043512
0,4,0,0.000999999999999999,-1,0.0986733606565016,0.115807148648182
0,4,0,0.000999999999999999,-1,0.0715972557647242,0.0749074019498981
0,4,0,0.000999999999999999,-1,0.0888150112478955,0.103087578805357
0,4,0,0.000999999999999999,1,0.183242560082693,0.215063349768087
0,2,0.025,0.000999999999999999,1,0.071419820746713,0.0716519678848952
0,2,0.025,0.000999999999999999,1,0.0713502286092879,0.0763545776114973
0,2,0.025,0.000999999999999999,-1,0.0383906879315296,0.0450222627452332
0,2,0.025,0.000999999999999999,1,0.0225551574083075,0.0231862972587867
0,2,0.025,0.000999999999999999,1,0.0143648469758605,0.015883768879591
0,2,0.025,0.000999999999999999,1,0.29328854760666,0.299819972704795
0,2,0.025,0.000999999999999999,-1,0.60219057245212,0.623847255700571
0,2,0.025,0.000999999999999999,-1,0.062250877686006,0.0829609111063822
0,4,0.025,0.000999999999999999,-1,0.0333566462597364,0.0341686974355224
0,4,0.025,0.000999999999999999,1,0.107970821757937,0.120760911063377
0,4,0.025,0.000999999999999999,1,0.11750202476147,0.117803324530835
0,4,0.025,0.000999999999999999,1,0.0112217229918811,0.0146468062789475
0,4,0.025,0.000999999999999999,1,0.0354746201316272,0.0369702222547545
0,4,0.025,0.000999999999999999,-1,0.0855908251563874,0.0874445962973883
0,4,0.025,0.000999999999999999,-1,0.149391960648477,0.175245310662289
0,4,0.025,0.000999999999999999,-1,0.0940687954396577,0.118691638363311
0,0.005,0.1,0.000999999999999999,-1,0.199035557996375,0.200804532821081
