"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114"
0.992968719138289,0,0.527699855520224,0.436248470031053,0.502156215919182,0.414734313720948,0,0.572891438185984,0.60747685202335,0,0.480500969496929,0.837563898844238,0.664083662419363,0,0.130114349612299,0.626872984818333,0.477071751696438,0.516875526853216,0.457584108581753,0.646030538020504,0.164499584049733,0.0629569773725,0.465562970146311,0.421679710836832,0.303486374356866,0.554034047095684,0.362625953781818,0.750247713828416,0.651857859931747,0.180994360651912,0,0.187126662070811,0.409813606334448,0.0541613193468915,0,0.0613404894896261,0.838916470471191,0.372121704844273,0.487708478888473,0.356216656056062,0.38175417002674,0.814720590689129,0.457801968650421,0.802656731693073,0.856613263702842,0.850072205113251,0.675156653598379,0.47476660207916,0.603408359414072,0.747074688716466,0.488426747308335,0.665859672904448,0.665166267690536,0.230670334638604,0.387501631557271,0.638185613335238,0.873815132341684,0.74650771037321,0.554871727297432,0.721871048720866,0.823722712883952,0.63032378964614,0.430183981157078,0.687163289718925,0.404165028754026,0.697175716097221,0.847778379469359,0.846964465369214,0.346879449902762,0.54165679614785,0.502282726020449,0.369591664302563,0.561768460242321,0.617386671471379,0.556465130330928,0,0.158272718820153,0.706740554772487,0.237459639760032,0.490186390096054,0,0.510014404315262,0.736951481060056,0.046988328935005,0.638843030385404,0.613646068246389,0.657185374775805,0.297356729445977,0.218371586342067,0.181914529584341,0.397399847300342,0.574133213920227,0.281788904530239,0.937270226926979,0.916574265381306,0.653809240216025,0.483412140158936,0.732241937621163,0.476410149258797,0.254497541149517,0.814101811612849,0.173112410828427,0.900662271048828,0,0.878693459686275,0.550970390643817,0.784118256950893,0.556136483201422,0.120423080309877,0.458115280390236,0.786644029661231,0.61664750662319,0.756270805976728,0.939694220013493
0,0.992964559678397,0.509392532586537,0,0.25396792883798,0.37669307744088,0.289490481243865,0.230104711681073,0.0526458785636044,0.485210548360869,0.0883257791500281,0.155769018076595,0,0.780012848986019,0.0606876626267556,0,0.324227736405782,0.342557245357452,0.248861823137745,0.172875074865344,0.250419387433887,0.646073004533119,0.194423721254987,0.423098753958368,0.217916141925181,0,0.26278438554935,0.118980590131803,0.193003727217373,0,0.628121151962147,0.276800610928692,0.0227939160688927,0.386982386714762,0.481437346015229,0.90874075297005,0.255173066237405,0.287684692858113,0,0.106575938936594,0.274709160783975,0.163921291448391,0,0.181626882663625,0.535791573957816,0.199286040600529,0.0343198406530015,0,0.349169988632957,0.238956349005598,0.498990446235134,0.463023884509924,0,0.344636166292746,0.691052638897733,0.241452150224401,0.176321187162947,0.355651461853469,0.278493125085599,0,0.252345656492172,0.244639276969622,0.158025692427319,0.373588665491637,0.238445245274344,0.327052061145764,0.149183612765563,0.350692827987757,0.518316343876057,0.388692951360112,0.088786081752073,0.481879246702422,0.563925944732311,0.50183911171982,0.340162089394563,0.23322216646601,0.544314209657462,0.195163998758676,0.557108584782824,0,0.313093761319117,0.29540341994124,0.00665405574171285,0.400853140767365,0.214665895085178,0.284284559160959,0.223541125053855,0.224982795696721,0.222278834428843,0.0451425397130563,0.193317367305455,0,0.507284595158725,0.247499199094133,0.465234365667582,0.242409694951939,0.530707187069428,0.427607072672582,0.351221448046762,0.196724238325885,0.170081737765752,0.188194015145467,0.200186055877871,0,0.307194474868921,0,0.365862899588742,0.333331331683032,0.393614076639209,0,0.465090067604419,0,0.240945364756727,0.311857623276105
0.516495794996218,0.597179906802839,0.989596043451137,0.291943187738088,0.419880332497458,0.566437891333428,0.0297826547120076,0.319710516102574,0.184815526092436,0.605908229099891,0.476267511488477,0.63790740549546,0.527896669922991,0.57813997127522,0.352134981671522,0.563518590425611,0.425801409102252,0.456838607852272,0.546738118824843,0.736374365042878,0.0204010107443347,0.513988841703071,0.498289258334169,0.837661882470858,0.414497625150665,0.174200538866496,0.570573284084618,0.611404166702318,0.495695410644499,0,0.363957470734192,0.597926357095733,0.4426116589976,0.311073014643021,0.857224508600443,0.719617447988767,0.791424900040462,0.484057596400146,0.623719238041389,0.368552190754513,0.558544406851631,0.668977776451859,0.509480622537508,0.619860406242217,0.92274951125965,0.539365797275863,0.527069664618064,0.110250365158902,0.751157940516695,0.596846087222866,0.359348234489796,0.692144159744365,0.593011451445988,0.526302399753637,0.663782348488674,0.401027193281928,0.496888244880871,0.54560059144162,0.461612224221278,0.570075309114164,0.793347810028623,0.300243375918847,0.563141500243207,0.714044122333292,0.71327679884736,0.905634334913345,0.656868051769254,0.821699387890006,0.262904039182917,0.92944516793293,0.623760627263019,0.930120116386927,0.71463021146448,0.783563365414954,0.762181594153715,0.597866358950303,0.541672273054149,0.617241732976772,0.948390129629661,0.450227928794744,0.787021117788699,0.143241395886375,0.418913223277441,0.87207063969287,0.645646642719716,0.764977220322426,0.731934244973362,0.471194280620054,0.487884529018263,0.434832982310995,0.105139677051323,0.354724482414071,0.935196147172416,0.781967984934088,0.867873489756191,0.767993464934658,0.942403751999145,0.955766811258612,0.332811995284823,0.37135822654346,0.512821653796144,0.00446286033759153,0.717753942209904,0.557958970300967,0.678244410635899,0.23815724316223,0.902599909171378,0.456080364552536,0.415619868585169,0.0237136257217948,0.918401835820422,0.575625928288544,0.622007929688749,0.738090274578419
0.634206193258313,0,0.331117144420865,0.989855627042964,0.509382307129029,0.524023068754829,0,0.427446388197634,0.380298833413939,0.0627094911685828,0.5461730296385,0.707997927808887,0.549204213714939,0.0266408514936702,0,0.563089927849308,0.428450489454307,0.213373013780878,0.490309630637225,0.494328666109512,0.157252420175186,0,0.549212357686509,0.349640013429587,0.285530353459182,0.37869608568844,0.182756371202769,0.533867926489117,0.422978088459706,0,0,0.337853287697296,0.14924390859569,0.283303073648692,0,0.136987902516737,0.633942758456276,0.535857899368939,0.37157619549357,0.183046230778982,0.279059549110468,0.551868350048587,0.486134460918973,0.542519738485942,0.491489239723457,0.479247568619473,0.281610700882443,0.0727093150237764,0.209166503468693,0.598423751325324,0.401914952516494,0.531732574814607,0.643593963741071,0.139726660464552,0.172001368698642,0.479404223276524,0.470208113576052,0.579494752870579,0.35784041047256,0.359429802071338,0.695067867515215,0.544291722275973,0.327591641626122,0.60371899985995,0.349033170854682,0.222188554109505,0.686832452366851,0.703678846696908,0.23385504661156,0.103819212965228,0.102042687309893,0,0.26757289106799,0.382185113697728,0.203175699646686,0.0963968789637992,0,0.616458451964802,0,0.339393478217807,0,0.529068653553896,0.773330052752296,0,0.34760271894845,0.417580581985235,0.419420353383099,0.146815287856428,0.320589101379537,0.316855341295733,0.104200359891169,0.493523372691694,0,0.644635177751261,0.551029784045172,0.628758606971406,0.247888224907699,0.365385046305984,0.429905752293431,0.265642287226066,0.523182489018222,0,0.764365469705276,0,0.684410794953522,0.419430382799437,0.302977743398101,0.404643048371886,0.230254808581317,0.00496773388888222,0.51003541175662,0.359510762310162,0.722574811075644,0.693110815031442
0.190072804952787,0.349670295989831,0.199550758081929,0.277245555663348,0.998132952473347,0.964375726208792,0,0.7378287958322,0.0551781306515227,0.287908136350785,0.757932649420255,0.419659589390938,0.175136637896792,0.439662785359613,0,0.296444811182341,0.72685281458673,0.376140303585939,0.931905461518457,0.300143445922564,0.0526630284606268,0.229084153643146,0.330985821295475,0.58367284977284,0.321295097361553,0,0.195827091019765,0.124247515581115,0.345811704965879,0,0.225919967162624,0.253595490023834,0.0853891683074523,0.10619859862464,0.534628345629884,0.456725528198178,0.29123661319491,0.624867276645224,0.582090146258759,0.080614426420964,0.338603041400165,0,0.376200778255469,0,0.459390958640947,0.356580519548236,0.0860566018850656,0.412064452028944,0.199264624409823,0.188152159180223,0.410462611686941,0.19518884275627,0.351900036344417,0.490684098232344,0.40878663979447,0.596312344868301,0.182669093644535,0.247912288676384,0.282843067760667,0.169075326849135,0.288632341104587,0.181600290333995,0.0183937774829051,0.20826080031835,0.585266528607176,0.0958989116590732,0.316877031870402,0.429357356317831,0.115167844489114,0.411634289174538,0.0997523728870888,0.6693933651284,0.263700915382766,0.40511677433108,0.369774509048327,0.58218287948966,0.249355879331233,0.499912108308402,0.590772435255355,0.0928053803545071,0.856160777874448,0.209982399701966,0.302679174627541,0.685415192127912,0.375045898913754,0.474394045474342,0.239848531251759,0.726899885394029,0.573333522023485,0.577034958499481,0,0.195403733653066,0.526446865211794,0.208798550438178,0.574202294453507,0.386743660369086,0.540840799393466,0.447932960152288,0.416773733689633,0.172797994028542,0.020859744235772,0,0.38663390321599,0.706910612691953,0.345967731434321,0.409681865830783,0.501113062811156,0.185499204167216,0.291574396950224,0.0895002659929684,0.435901374023963,0,0.621136730646492,0.377500426926285
0.102795654374121,0.558153761482813,0.339882485352541,0.287952939959352,0.97740538148141,0.996827424390271,0.00636959909055295,0.709445879301034,0.0892531003240828,0.500024663107781,0.72044576013749,0.287143046493696,0.0750851861354475,0.506788407659213,0.0119846809199218,0.123584821500794,0.722486419485961,0.353178039564894,0.921874353764389,0.0730340083869041,0.348150958406431,0.381097638135185,0.248577966437413,0.421883352145181,0.368597856948395,0,0.274740487423521,0.00913840673890141,0.314739140281262,0,0.511539680914031,0.313159725174685,0.124632037826545,0.138225368889864,0.516258682107978,0.699058243611266,0.205084491536078,0.424083336996485,0.427218602233468,0.11673459427998,0.406165337934721,0,0.380526371772779,0,0.237382587869557,0.245652935713264,0.121528516638931,0.247707779913663,0.258555454537123,0.017003591725265,0.42973721371184,0.22169143957959,0,0.536101860701472,0.470583474519563,0.367262368524546,0,0.0275448302919158,0.271760745153793,0.0825892269975306,0.138599071682083,0.178795393132769,0,0.272116113098586,0.528885274151682,0,0.227381697861363,0.30860760116923,0.177132392854422,0.426763907629716,0.0168596803866666,0.58352843572122,0.273702325072288,0.337489514571827,0.402682130906528,0.502641235936077,0.357936182380014,0.240542185558641,0.54009072460389,0.0959199797658826,0.823028277997603,0.241889643642297,0.173317389111129,0.566204528312277,0.219183850652865,0.357231420574518,0.342856767778927,0.481788190545572,0.467123777459329,0.563719834610211,0.219991875505958,0.0551628220746661,0.513226370970901,0,0.446156343946541,0.271407814730633,0.489280032724072,0.310311369898632,0.363691791712722,0.0281469299901926,0,0,0.155650873938149,0.689313284854147,0.0147487131115983,0.0349868581560656,0.313853417904088,0,0.409777536069595,0.154882804716649,0.415656660614492,0.207853946540664,0.289899785353536,0
0.0478834739862656,0.18980380313146,0.136576601034137,0.371975509887024,0.200132330677749,0.313981349116833,0.996038223689728,0.0537151633687769,0.287670673818099,0.162692652141463,0,0.286960701433913,0.252290337378647,0.241684059436445,0.519603241598121,0,0.129081809143567,0.268630323376963,0.151749820493073,0,0.240354350740432,0.0795336880205578,0.567024840503946,0,0,0.482856182441722,0.592734003327798,0.318014608825622,0.0388752669659326,0.718983512900208,0.0258682566462669,0,0.451532386360326,0.892403395998321,0.0586696012174604,0.479827570428962,0.247117675653861,0,0.00672932147961893,0.522770977801592,0.153514018297176,0,0,0.175293132022235,0.332405558132102,0.0988146432138484,0.427250061440534,0.198789015916652,0.158659401190501,0.20482728072532,0.122800527961597,0.257447068177838,0.135411607487738,0.134182197288318,0.241603604345925,0.121635481589767,0.0278366606947938,0.0128114220502518,0.0031978966773577,0.255017529489012,0.118283499526924,0,0.372119129922905,0.188730198749593,0.0405824035819345,0.0675013951294564,0.144822314949573,0.377156972652763,0.270841228904707,0.10254297676895,0.0458219510963499,0.207652466324783,0.117664280332719,0.145551935253854,0.186964530587114,0.32121735165894,0,0.173938816816344,0.162932378544704,0,0.112889239000045,0.195909913294082,0.128222382513843,0.205211835344526,0.171161441651792,0,0.016831201267386,0.26079007958442,0.176046700474122,0.221504430969491,0.356426654805535,0,0.220445213377558,0.2364641213779,0.355587288726687,0.158437556555128,0.31104503033708,0.283200007852205,0.18157758682146,0.548942996956766,0.25834412304469,0.883911485257434,0.24063979775964,0.21115018598257,0.272683318499845,0.0190180841421518,0,0.445015037799699,0.13371739629949,0.00858839024546803,0.311381709986359,0.0889290070592245,0.371126733339376,0.283917576195947
0.554326263589413,0.365924753889072,0.167057473423321,0.539898813395508,0.913468411558366,0.884276629603047,0,0.991893877780839,0.265284677222172,0.0549015164586971,0.768668806278,0.334472900604065,0.553765365599266,0.351112953999502,0,0.340350780595599,0.717948670491115,0.340054808529549,0.905424255307764,0.29305796631314,0.0985761146330034,0.0962446217107914,0.450238549547258,0.107350447171939,0.471637693329975,0.198789841675969,0.160503220716599,0,0.0435135009908396,0.0804209370533578,0.109586665359222,0.304489181495652,0.363717105095201,0,0,0.40753363979909,0.131038428511614,0.0432307319872885,0.385386100536252,0,0.164512237424012,0.0759493395975597,0.504168346945163,0.376739779921092,0,0.471401986701373,0.677967347122988,0.613281999003218,0,0.149109567165072,0.457291074418424,0.521361769468113,0.596028656153219,0.411034284862979,0.195407878753073,0.290628434617084,0.443468692826554,0.312330151391668,0.230263721417599,0.497013934923466,0,0.52567142775707,0.286926932078364,0.143445931265605,0.245568962442809,0.0696962228270614,0.456918944861519,0.330270695415903,0.43603496098244,0,0.434433459161447,0,0.0212136828252711,0,0.299951457702201,0,0.117800426612818,0.000907816727944522,0,0.624296816160762,0,0.348896377667192,0.319899859219132,0,0.407077128399352,0,0.454243694066007,0.0249252397486533,0.0595724767736253,0.204268046471891,0.167500523743741,0.147210465239533,0,0,0.0924000540991097,0,0,0,0.245877112268606,0.0107214165573358,0.171786945327047,0.0621841743299689,0.204556626095922,0,0.300055968514545,0.236156011894439,0.161315324335954,0.341794361556626,0.157717233605155,0,0,0.287933705834764,0.0999230096137523,0.152811769594231
0.708803656081289,0.165874953086574,0.365370155847861,0.42001880544303,0.456679716620851,0.321612455121059,0.0596956707268886,0.344807190616689,0.984032122377059,0.0753368411260141,0.521435268324069,0.764476546156962,0.283432273120455,0.262865278860561,0,0.472064796838084,0.513492484740899,0.439765654340406,0.402719488553743,0.302640920589916,0.292695243812942,0.160386677025233,0.207178604077603,0.279832629318818,0.125820458498356,0.319206435657315,0.36469848816561,0.804571300415082,0.689956263878817,0.254389387115173,0.1386176351917,0.195514019266737,0.455925157498059,0.102200501107403,0,0,0.842798580737508,0.174594694995394,0.491860857439649,0.363640794017765,0.136334993826679,0.748733772903742,0.3711051499762,0.511646908154478,0.828352714195675,0.701124703374255,0.162438844981435,0.45710073645629,0.500325628572256,0.608555206420118,0.224015000949954,0.104618902671737,0.585327589572639,0.0508888378414358,0.311690286174947,0.651744868605044,0.747423951676519,0.618897469539206,0.267174061264874,0.635820360902919,0.776005498119669,0.33732447540397,0.408723993881029,0.672584449979934,0.230750882089259,0.706934728436299,0.708274969109104,0.793302050268391,0.220074530399046,0.459966933706704,0.456724522168185,0.213979459797349,0.485406014970953,0.608223499149011,0.205333980929414,0.249011702712259,0.0561123172179203,0.687892713773944,0.181780625905701,0.231946713579784,0,0.39018062367948,0.710965046218084,0,0.550205148502506,0.695516363334807,0.472953966168882,0.311166940463123,0.172646812034718,0.101770277968394,0.334768109910118,0.636608223801931,0.172214287727039,0.945938035455716,0.87966560330511,0.691068731219011,0.420349434471321,0.670432301425277,0.417012839698043,0.308478920987643,0.751402407848455,0.200583919840545,0.918849646982757,0,0.869932631796221,0.577884320470467,0.636708219038557,0.544039636554745,0.200978432542538,0.520037498786631,0.751173264129022,0.551547604916992,0.722720423388983,0.918736359023819
0,0.666468678089664,0.487646554978487,0,0.0430642167099952,0.133428288997598,0.0935829855708745,0.193989293449127,0.152364962742359,0.993720221993602,0.219132582384214,0.189632363235327,0.160282278213417,0.791577382314582,0.130702323863092,0.0101805886053639,0.108222090915135,0.349146319569685,0,0.157254866893428,0.644722866919784,0.772233761662653,0.359913360480384,0.427294487737968,0.24575434044658,0.237557574946344,0.370110465588416,0.0670758783171761,0.0979095146067461,0.270711223237466,0.888148500747142,0.187660662750028,0.044067399272145,0.336689560830961,0.629103647947233,0.821965149856741,0.102222841703211,0.466504359036003,0.30668723275612,0.29901424896397,0.460226853640578,0.36118389780727,0,0.199663555684849,0.464332298449388,0.0909267826961071,0.0249241701568305,0,0.533843564639477,0.24329609293806,0.471762165295321,0.46998354160222,0.142173260658788,0.352866261182846,0.630608810228397,0,0.128355470367307,0.229904366394887,0.223141992093601,0.261135013771018,0.565714266622068,0.133721998678616,0.511765633354499,0.255004005039962,0.380477384195112,0.477042378715457,0.131082616745549,0.260361996345339,0.663581076199827,0.481960456555276,0.176293335048113,0.574287617773322,0.501680999936462,0.516134176022813,0.499987049704778,0.0384459554865196,0.797444451906975,0,0.641657738153635,0.0402153237174549,0.398849083347447,0.302714344360531,0.116993156057354,0.469996815313385,0.244614135536305,0.207667281788012,0.363521562550583,0,0.311702380692994,0.30509221097918,0.294998632751536,0.27062595638361,0.630902175512609,0,0.315763823243266,0,0.647950510081612,0.579914300420346,0.300034922389708,0.279326161068245,0.262038436295114,0.13185163631704,0,0.218452649573139,0.0535691341556477,0,0.357160694929807,0.116041702527009,0.471896450658441,0,0.551418232945756,0.369025691081712,0,0.201271085052663
