"In_sample","theta","alpha","lambda","rho","mae","rmse"
1,0.25,0.025,0.000999999999999999,0.983789891354344,0.110915511412093,0.178861362680383
1,0.25,0.025,0.000999999999999999,0.975014945333421,0.123204972643047,0.221967732369778
1,0.25,0.025,0.000999999999999999,0.984244621265074,0.108470163630655,0.17499996473383
1,0.25,0.025,0.000999999999999999,0.987958941011552,0.0966671842004621,0.154797307902033
1,0.25,0.025,0.000999999999999999,0.986209304931981,0.11084746210749,0.165096951719138
1,0.25,0.025,0.000999999999999999,0.976349178558149,0.136725094209306,0.213835143992482
1,0.25,0.025,0.000999999999999999,0.991221737508484,0.0978044360063061,0.131187184581403
1,0.25,0.025,0.000999999999999999,0.972102858067197,0.132806776820217,0.235613420026795
1,0.75,0,0.000999999999999999,0.981650879251957,0.102247269556058,0.189915343879202
1,0.75,0,0.000999999999999999,0.976982246687006,0.124383217388929,0.212081121095026
1,0.75,0,0.000999999999999999,0.992372657219683,0.0630668870905652,0.123532110625441
1,0.75,0,0.000999999999999999,0.964852755730596,0.120200549480071,0.261245402287637
1,0.75,0,0.000999999999999999,0.99452872737874,0.0716470121266277,0.104310306910034
1,0.75,0,0.000999999999999999,0.992021306834534,0.09246453480155,0.128833817038348
1,0.75,0,0.000999999999999999,0.992032410980835,0.0776526878441668,0.129041147313561
1,0.75,0,0.000999999999999999,0.982641765073388,0.118713638193892,0.183300466574387
1,1,0,0.000999999999999999,0.996772451589383,0.0486827971252409,0.080109279384248
1,1,0,0.000999999999999999,0.980052336079526,0.112686537968003,0.197867443497421
1,1,0,0.000999999999999999,0.993475978451729,0.0809701484545946,0.114172622157251
1,1,0,0.000999999999999999,0.992260472050464,0.0633909626659933,0.123519002036856
1,1,0,0.000999999999999999,0.994895440499058,0.0714626616775734,0.101907706521928
1,1,0,0.000999999999999999,0.983605720487237,0.0931494320097181,0.179440532184641
1,1,0,0.000999999999999999,0.986394161187146,0.0845795984507771,0.163981559570849
1,1,0,0.000999999999999999,0.993670839671103,0.0753664378122607,0.112884855311694
1,0.5,0.05,0.000999999999999999,0.986287233643677,0.111263746677537,0.164698931820271
1,0.5,0.05,0.000999999999999999,0.991987702444282,0.0780647755053903,0.127073487003672
1,0.5,0.05,0.000999999999999999,0.987380426069078,0.103344194438629,0.159571732826694
1,0.5,0.05,0.000999999999999999,0.977781913108612,0.109004922245635,0.209175361881601
1,0.5,0.05,0.000999999999999999,0.992960733699428,0.0789055078292518,0.118696162501793
1,0.5,0.05,0.000999999999999999,0.991384931851053,0.0750390998015812,0.131011671986696
1,0.5,0.05,0.000999999999999999,0.974168531259469,0.119269003558091,0.225989617603198
1,0.5,0.05,0.000999999999999999,0.987353348780443,0.0827385002861366,0.158487769867763
1,0.05,0.075,0.000999999999999999,0.988538553832646,0.0988178716835374,0.15188634619459
1,0.05,0.075,0.000999999999999999,0.994598360706301,0.0746467025017751,0.103868728897737
1,0.05,0.075,0.000999999999999999,0.984092776793548,0.0955992486161852,0.177517597050005
1,0.05,0.075,0.000999999999999999,0.970373611481911,0.145891336782054,0.241930270048666
1,0.05,0.075,0.000999999999999999,0.989422242312726,0.0979786611746677,0.145055134219485
1,0.05,0.075,0.000999999999999999,0.99024989414001,0.104512922343141,0.13895684178321
1,0.05,0.075,0.000999999999999999,0.988223749166561,0.109536225741794,0.154252012384469
1,0.05,0.075,0.000999999999999999,0.990212563328274,0.0892822772177891,0.13942147111334
1,4,0.05,0.000999999999999999,0.997240684903915,0.0370344212895089,0.0744353591522674
1,4,0.05,0.000999999999999999,0.984015336646744,0.0968992705518394,0.181611481763927
1,4,0.05,0.000999999999999999,0.998527044614559,0.0277827617372627,0.0544339713578259
1,4,0.05,0.000999999999999999,0.989137027912079,0.0734610195153934,0.147336507947161
1,4,0.05,0.000999999999999999,0.986619576827976,0.0897170895755756,0.167812567841312
1,4,0.05,0.000999999999999999,0.990329432460647,0.0836741934434394,0.142782666004889
1,4,0.05,0.000999999999999999,0.978584875093429,0.0923311049044497,0.206856746297415
1,4,0.05,0.000999999999999999,0.993846505470258,0.0686807072862577,0.113987714941492
1,1.5,0,0.000999999999999999,0.961169186867808,0.107583506091281,0.276487890322272
1,1.5,0,0.000999999999999999,0.961131446929548,0.136932470945438,0.277717797528225
1,1.5,0,0.000999999999999999,0.990545698417144,0.077600931192482,0.137842792951849
1,1.5,0,0.000999999999999999,0.951228760916543,0.131060630840739,0.310126567021256
1,1.5,0,0.000999999999999999,0.977219575026868,0.115890406447733,0.212847526999931
1,1.5,0,0.000999999999999999,0.9820662559435,0.0871004932116212,0.188172468869874
1,1.5,0,0.000999999999999999,0.946751692899287,0.182319505156883,0.324093332904104
1,1.5,0,0.000999999999999999,0.99361310612679,0.0484880733151046,0.112441614943733
1,0.5,0.05,0.000999999999999999,0.978955873307056,0.134216234445493,0.203369930347028
1,0.5,0.05,0.000999999999999999,0.985446844768204,0.0944052105766925,0.169389525072868
