"time","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81"
1,-0.0987130459881004,0,0,0,0,0,0,0,0,-0.121089345422726,-0.0404099158737061,0,0,-0.193611330423913,0,-0.0930116481877739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104082642482108,0,0,0,-0.0191966447402871,0,0,0,0,0,0,0,0,0,-0.0642671925741093,0,0,-0.242946977605433,0,0,0,0,0,0,0,0,0,0,0,-0.110255564938541,0,0,-0.0956960850291813,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,-0.13287176364597,0,0,-0.202580550557896,0,0,0,-0.112634184287978,0,0,-0.061190783498201,0,0,-0.0319592579479706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0730575350201216,0,0,0,0,0,0,-0.00530709130182376,0,0,0,0,0,0,0,0,0,0,0,0,-0.0587081051864389,0,-0.354295561497834,-0.206095569463549,0,0,0,0,0,-0.137061783244323,-0.189746302883403,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,-0.0790296115470763,0,0,0,0,0,-0.0740431746843949,0,0,0,0,0,0,0,0,0,0,-0.0193295409212589,0,0,0,0,0,0,0,0,0,-0.0496634473410552,-0.165587079745732,0,0,0,-0.138876919284729,0,0,0,0,0,-0.199003609320705,-0.038697164395407,-0.182199899595955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0800777426961255,0,0,0,-0.0921132706546061,0,0,0,0,0,0,0,0,-0.0258509934665127,0
1,0,0,0,0,0,-0.0111011308199243,0,-0.0371553475612585,0,0,0,0,0,0.171607631952392,0,0,-0.0290204624745928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0440484811092092,0,0,0,0,-0.0349296786334239,0,0,0,0,0,-0.0108737363525419,0,0,0,0,0,-0.0162442264973232,0,0,0,0,-0.0222006665916436,0,0,0,0,0,0,0,0,0,-0.0114807501088401,0,0,-0.0563785843498297,-0.0251677007882453,-0.03458469725839,0,0,0,0,0,0,0,0,0
1,0,0,0,0,-0.0196165652948932,-0.0117406434609102,0,0,-0.0102373056331975,0,0,-0.0145310524154835,0,0,0.210482417491614,0,0,0,0,0,0,-0.0432095646339389,0,0,0,0,0,0,0,0,0,0,-0.0186281073384001,0,0,0,0,0,0,0,0,-0.0301848609368975,-0.00467917989891174,0,-0.0374808937824141,0,0,0,0,0,0,0,0,0,0,-0.0398199240435772,0,0,0,0,0,0,0,-0.0476153702594863,0,0,-0.0013675634707127,-0.0336784477013079,0,-0.0376393806163478,0,0,0,0,0,-0.0130440904384138,0,0,0,0,0
1,0,0,-0.0125675957724685,0,-0.00955032563467389,0,0,0,0,-0.0374841978623979,0,0,0,0,0,0.364834169466624,0,0,0,0,0,-0.015470345963607,0,0,-0.0356100907470763,0,0,0,0,0,-0.0323510149121789,0,0,0,0,0,0,0,0,0,0,0,-0.0240520180545494,0,0,0,0,0,-0.00587942157704987,0,0,0,0,-0.0201513728123312,0,0,-0.0149459546512382,-0.0369656965165671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0236540831340433,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0469006803639766,0,-0.212900297048007,0,-0.164837156081255,0,0,0,0,0,0,0,0,-0.0324744306178398,0,0,0,0,0,0,0,0,-0.149052256669034,0,0,0,0,-0.157709162766792,0,0,0,0,0,0,0,0,-0.033380019533934,0,0,0,0,-0.192248775493359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0670964632139152,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,-0.100935698080096,0,0,0,-0.0554147122896377,0,0,0,0,0,0.0184650693310687,0,0,0,0,0,0,-0.121615332589981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27954708407098,0,0,0,0,0,0,0,-0.00548441866144403,0,0,-0.0451793067519508,0,-0.0289962321497092,0,0,-0.025592411342296,0,0,0,0,-0.0935116171829138,0,0,0,0,0,0,-0.147468776921055,0,-0.15113078223878,0,0,0,0,0,0,0,0,0,-0.0301782677578189,0
1,0,0,-0.00860259905823941,0,0,0,0,-0.0576972345577137,0,0,0,0,0,0,0,0,0,0,-0.225974899948461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0315851795889174,0,0,0,0,-0.413260030578184,0,0,-0.232804714515867,0,0,-0.322181278913623,-0.193628782598735,0,0,0,0,0,0,0,0,0,0,0,-0.269392619130799,0,0,0,0,0,-0.126000380938742,0
1,0,0,0,0,-0.0770716558451976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163655342179106,0,0,0,0,0,0,0,0,0,0,0,-0.0589002196734062,0,0,0,0,-0.0482545485843,0,0,0,0,-0.0224950052887758,0,0,-0.0093958944926845,0,0,0,0,0,0,0,0,-0.0753401641406569,0,0,0,0,0,0,0,0,-0.0270232345978906,-0.0967785352485756,0,0,0,-0.0474313908650189,0,-0.0281547890357341,-0.0480569462018448,0,-0.0050760765166282,-0.0559042816336638,0,0,0,0,0,0,0
1,-0.000181611132249244,0,0,0,0,-0.000702898934266439,0,-0.000493724200650811,0,0,0,0,0,0,0,0,0,0,0,0,0.307806597992536,0,0,0,0,0,0,0,-2.01770305878594e-05,0,-3.96990402733282e-06,-0.000925606131810734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000953538472762927,0,0,0,0,0,0,-0.000538681092454007,0,0,0,0,0,0,0,0,0,0,-0.000358550996847699,0,0,0,0,0,0,0,0,0,0,0,-0.000721794004594619,0,0,-0.000228654700174581,0
1,0,0,0,-0.0444954002542621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255622109619874,-0.0374123839197504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0571237641111319,0,0,-0.0180257639146783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031315758480816,-0.0649964374617257,0,0,-0.0510641349484681,-0.00537043145273587,-0.102234906247132,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0896469374008472,-0.0408297850224255,0,-0.094565599811512,0,-0.390047248310624,0,0,-0.354672197413032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.253526959004075,0,0,-0.100634396866694,-0.243902158125077,0,0,0,-0.0584782148038421,-0.407353772856607,0,0,0,0,0,0,-0.261472544565639,0,0,0,0,0,0,0,0,-0.0544937956789299,0,0,0,-0.305137671075915
1,0,0,0,0,0,0,-0.00282273939461817,0,0,0,0,0,0,0,0,0,0,-0.00267191789155024,0,0,0,0,0,-0.221839343833138,0,0,0,0,0,0,0,0,0,0,-0.0728519638962968,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152836550185101,0,0,0,0,0,0,0,0,-0.181859790436586,0,0,0,0,-0.0129134362906896,0,0,0,0,0,0,-0.186800507945188,0,0,0,-0.0867208013092812,0,0,0,-0.00990201668882993,0,0,0
1,0,0,0,0,0,-0.244560072499086,0,-0.129738804782607,0,0,0,0,0,0,0,-0.102275984773838,0,0,0,0,0,0,0,-0.043148051394212,-0.154042351896238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.252480721666465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107293922048798,0,0,0,0,0,0,0,0,-0.0466435701919834,-0.119852547722397,0,0,0,0,0,0,0,0
1,0,0,-0.0225363593552493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0602035357058706,0,0,0,0,0.184700961104034,-0.0466244842868504,0,0,0,0,0,0,0,0,0,0,0,0,-0.0743000716893725,0,0,-0.00123629404468533,0,0,-0.0506156041334476,-0.0116126829574656,0,0,0,0,0,0,0,0,0,-0.00406278424163406,0,0,0,0,0,0,0,0,0,-0.0157723314412656,-0.0635592577873065,0,0,0,-0.06368051571329,0,-0.0192817016150483,-0.00827891644909081,-0.0126292828031627,-0.0487002587754101,0,-0.00445459633148543,0,-0.0562024226723325
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00210825605217514,0,-0.0494388582799742,0,-0.0442645821025588,0,0,0,0,0,0,0,0,0.205311196195699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211310845407432,0,-0.0531141310398885,-0.00973283323305395,0,-0.00556294399248617,0,0,0,0,-0.0296691846546597,-0.0162275801591485,0,0,0,-0.0142124833957835,0,0,-0.0230131493288184,0,0,0,0,-0.0196183411659321,0,0,0,0
1,0,0,0,0,0,-0.155719911435475,0,0,0,0,0,0,0,0,0,-0.156817657669048,0,0,0,0,-0.00612785188841423,-2.78314884313636e-05,0,0,0,0,0,-0.11584650494652,0,0,-0.137459957031493,0,0,0,0,-0.0276699324657428,-0.19876446678034,-0.0140554388114182,0,0,0,-0.0911134950454702,0,0,0,0,0,0,0,-0.050327382283648,0,0,-0.0421068549750689,0,0,0,0,0,0,0,0,-0.0139839125614839,0,0,0,0,0,0,-0.0949229546845111,0,0,0,0,-0.206984066511603,0,0,0,0,0,0,0
1,-0.221099397566951,0,0,0,0,0,-0.19660948286384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102399133609852,-0.00597356599684579,0,-0.0330252531073985,0,0,0,0,-0.0567231135442505,0,0,0,0,0,0,0,0,-0.26933404011114,0,0,0,0,0,0,0,0,0,0,0,-0.231392132710733,0,0,0,0,0,-0.13827973166877,0,0,-0.200540892928657,0,0,0,0,0,-0.0382599945608024,-0.0118319808932406,0,0,0,-0.00463738319363901,0,0,-0.175572312581993,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.121890116195395,0,0,0,0,0,0,0,0,0,0,-0.120825088928026,0,0,0,0,0,0.102934695155538,0,0,0,0,0,0,0,-0.0456778364153401,0,0,0,0,0,0,-0.000199261912351564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0399138477950455,0,0,0,0,0,0,0,0,-0.0534663511615346,0,0,0,-0.126694120051562
1,0,0,0,0,0,0,0,0,0,-0.0151967962106191,0,0,0,0,0,0,0,0,-0.0889557283705218,0,0,0,0,0,0,0,-0.0469553342525567,0,0,0,0.0118438702106994,0,0,0,-0.145628944931308,-0.00305084182066284,0,-0.0393730150068842,0,0,0,0,0,0,0,-0.00380467722631188,0,-0.099347629197299,0,0,0,0,0,0,0,-0.0402503941826169,0,0,-0.0246140717659125,0,0,0,0,-0.040061902126576,0,0,0,0,0,0,0,0,-0.0566840682619377,-0.0433783083506584,0,0,0,0,0,0,0
1,0,0,-0.00816477406001802,0,-0.110390607918623,0,0,0,0,0,0,0,0,-0.0222564099500697,0,0,-0.0510964790961051,0,0,-0.0539745298421615,0,0,0,0,0,0,0,0,0,0,0,0.147586201162439,0,0,0,0,0,0,0,-0.00316521019698891,0,0,-0.0377073556112222,0,0,0,-0.0180474946393123,0,0,0,-0.107483906237571,0,0,0,0,0,0,-0.0456008556005302,0,0,0,0,-0.141821435764786,0,0,0,0,0,0,0,0,0,0,-0.0387964729712573,0,0,0,0,0,0,0
1,0,-0.0969919988315476,0,0,0,0,0,0,0,0,0,-0.127518461929859,-0.146031371241722,0,0,0,0,0,0,-0.0099411532793757,0,0,0,0,0,0,0,0,0,0,0,0,-0.348750085793395,0,0,0,0,-0.128120105358771,-0.07899722809123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.0377579890993667,0,0,-0.00155367805149081,0,0,-0.0105192710286104,0,0,0,-0.00774331743832557,0,0,-0.0116481498151041,0,0,-0.0181781021784279,0,-0.0479176457496535,0,-0.0545393637725957,0,0,0,0,0,0,0,0,0,0,0,0,0.329508129884581,0,0,0,0,-0.0226856592998586,-0.0386000170149365,-0.047445104328036,0,0,0,0,0,-0.00379962678954392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184329286960134,0,-0.0368241489182777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,-0.179302834334884,0,0,0,-0.0607951460279976,0,-0.108183646494857,0,0,0,0,0,-0.196585999763268,0,0,-0.125742804014946,-0.000975949517480083,-0.194396515349814,0,0,0,0,0,0,0,0,-0.0797869116490075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149586210371731,0,0,-0.19258638541478,-0.0540008392738478,0,0,-0.0982919148338845,0,0,0,0,-0.0255653122382561,0,-0.175502077884044,0,0,0,0,0,0,0,0,0,0,-0.0536122702810852,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106716637792272,0,-0.0303790663893124,0,0,0,0,0,0,0,0,-0.0515987550983455,0,-0.0737259532694731,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189429977307748,0,0,0,-0.0236723691743922,0,0,0,0,0,0,0,-0.0853278272050907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0650102709427213,0,-0.115527870998458,0,0,0.0540903187304879,-0.111319258330003,0,0,0,0,0,0,0,0,-0.0174327694050795,0,-0.0629283585169602,0,-0.0586341346709377,0,0,0,0,-0.0588142265194685,0,0,0,0,-0.0343622690436012,0,0,0,0,0,0,-0.0293515729976004,0,0,0,-0.129310763859104,0,-0.062575218019065,0,0,-0.00124890434483738,0,0,0,0
1,-0.161184708797421,0,0,0,-0.14296182723123,-0.152145242760733,-0.228651615509824,0,0,0,0,0,0,0,0,0,0,0,-0.121274133452043,0,0,-0.101723257128841,0,0,0,0,0,0,0,0,-0.242080098116323,0,0,0,0,0,0,-0.085452717139692,0,0,0,0,0,0,0,-0.184257780402874,0,0,0,0,-0.112300068097992,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385088717804906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361074987451113
1,0,0,-0.0570938740641238,0,0,0,0,0,0,0,0,-0.0267713242655981,0,-0.0513574658313507,0,0,0,0,0,-0.0708492953096091,0,0,0,0,-0.00990512368583045,-0.0933587319079228,0,0,0,0,0,0,0,0,0,0,0,0,0.202776850478994,0,0,-0.10129725530251,0,0,0,0,0,0,0,0,0,-0.0938599294290623,0,0,0,0,0,0,0,0,0,0,-0.0236399538498857,-0.00649119370959871,0,0,0,0,-0.026117177331513,0,0,0,0,-0.00492241764001443,0,0,0,0,0,0,-0.0438721559707548
1,0,0,0,0,0,-1.67520915675966e-33,-1.60654198865794e-33,-1.43891727438707e-33,0,0,0,0,0,0,-3.17811984049571e-33,0,0,-1.75097253950369e-33,-1.79615612067737e-33,0,0,0,0,-2.65900844380699e-36,0,0,0,0,0,0,-2.50856666242512e-33,0,0,-4.19809447413706e-34,0,0,0,0,0,0.823454341372989,0,0,-1.81040957001675e-34,0,0,0,-1.50642316883545e-33,0,0,0,0,0,-3.34976274770001e-34,0,0,0,0,0,0,0,0,-5.54047899372254e-34,0,-1.24262220550354e-33,0,0,0,0,0,0,0,0,0,0,0,0,-2.08820413638966e-33,0,0,0,-4.25813410058244e-35
1,0,0,0,0,0,-0.0594761716154093,0,0,0,0,0,0,0,-0.0497820457784761,0,0,-0.0699641895415732,0,-0.0234727166544929,0,0,0,-0.0173872561433777,0,0,0,0,0,0,0,0,0,0,-0.0828022191985014,0,0,-0.094991132139486,0,0,0,0.0428834408188912,-0.0331492371433778,0,0,0,-0.0923871793936456,0,0,0,0,0,0,0,0,0,0,-0.00645175221301068,0,0,0,0,0,0,0,0,0,0,-0.0454034557288373,0,0,0,0,0,0,0,0,0,-0.0275154860171119,0,0,-0.0666661977503114
1,-0.0382937383883989,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0551486349986997,0,0,0,-0.0432813584514214,-0.0587463196481059,0,0,0,0,0,-0.0208280182238582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154665254840996,0.18953420285706,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463992148444946,0,0,-0.0202188117005241,0,0,-0.0538839872310094,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106397727374711,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,-0.041518247556092,0,0,0,-0.0818768278643092,0,0,0,0,-0.0451846245770586,0,-0.0606624620204382,0,0,0,0,-0.0469211347300647,0,0,0,0,0,0,0,0,0,0,-0.0786032632946027,0,-0.0208388268317327,0,0,-0.0442394969066584,0.125011277210502,0,0,0,-0.0516490743248831,-0.0827467467844446,0,0,0,0,0,0,0,-0.0570048671382257,0,0,0,0,0,0,0,0,0,-0.0479943903773944,-0.0598239995995711,0,0,0,-0.044787554595941,0,0,0,0,0,0,0,0,-0.0824117011337632,0
1,0,0,0,0,-0.0634856740564111,0,0,0,0,0,-0.165423326526951,0,0,-0.132513223382649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.219978349749855,-0.116326274355186,0,0,0,-0.109407590075049,0,0,0,0,-0.283687042209467,0,0,0,0,0,0,0,-0.209954351527091,0,0,-0.244906850990681,0,0,0,0,-0.390595837271031,0,-0.188205987337724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-7.26182421988442e-17,0,0,0,0,-1.34130388786391e-17,0,-3.19201116215722e-17,0,0,0,0,0,-4.10956540929597e-17,-5.02489568723157e-17,0,0,0,0,0,0,0,0,0,0,-2.86515805672046e-17,0,-1.92873451871701e-17,0,0,0,0,0,0,-1.08073525175315e-17,0,-1.9880600016796e-17,0,0,0,0,0,-6.89043686250481e-17,0,0.437514803484721,0,0,0,0,-6.06418165123395e-17,0,-3.06642582781054e-17,0,0,0,0,0,0,-5.89421187317322e-18,0,0,0,-1.69589042231503e-17,0,-1.92451730653737e-17,0,-8.73230519069924e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,-0.0170746112842317,0,0,-0.00813038014191273,-0.110045018159361,0,0,0,-0.0419707700022631,0,0,0,0,0,0,0,0,0,-0.0116041851363763,0,-0.0934952376759449,0,0,0,0,0,0,0,0,0,0,0,-0.106652255556594,0,0,0.0150921753293294,-0.056201009431541,-0.0106477452849573,0,0,0,0,-0.105579676039798,0,0,0,0,0,0,0,0,-0.0255417485778588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0862075159915674,0,-0.00259903940850774
1,0,-0.105656945899746,0,0,0,-0.0586195094873033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102382246849772,0,-0.16440660882476,0,0,0,0,0,0,-0.161889791633314,0,-0.0316777774694153,0,0,0,-0.206888714361193,-0.0598027766787669,0,-0.0833811606897745,0,0,0,0,0,-0.161988604680718,-0.188972749912204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114582922239616,0,0,0,0,0,0,-0.205146091921693,-0.207346353976875
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00145578846709118,0,0,-0.0251600430015821,0,0,-0.0145000397108166,0,-0.00386698162256519,0,0,0,0,0,-0.015870532632547,0,0,0,0,0,0,-0.0342173503745582,0,0,0,0,-0.0400688066164386,0,0,0,0,-0.0136727946152553,-0.00462575969781476,0,0.160041964933185,0,0,0,0,0,0,0,0,0,0,-0.0312846200157993,-0.0349699747800674,-0.00136287374665769,0,0,0,0,0,0,0,0,0,0,0,-0.0358673247407298,0,0,-0.029966605634526,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,-0.111467650124491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12846986157186,0,0,0,0,-0.00618452224937282,0,0,-0.0527489985436449,0,0,-0.0985797102892298,0,0,-0.0432601393866687,0,0,0.130559988476569,0,0,0,0,-0.039757131777509,-0.114502660051855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0822389043780585,0,0,-0.0933101759399492,-0.038368225719968,0,0,0,0,0,0,-0.023197720372078
1,0,0,0,-0.0442380759337906,0,0,-0.129217949030133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106693431534801,0,0,0,0,0,0,0,0,0,0,0,0,0.0810652984354835,0,0,0,0,-0.0110000029896151,0,0,0,0,-0.141672793513837,0,0,0,0,-0.0886449060347339,-0.0921991744262174,0,-0.102476120753582,-0.120314854129789,-0.138821270481361,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,-0.0449803841444306,0,-0.0161644967906349,0,0,-0.0627628501600487,0,0,-0.032850548697234,-0.0329192491064682,0,0,0,0,-0.00320358423303066,-0.0543136443113414,0,0,0,0,0,0,-0.00255697074118328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0350168351784443,-0.0304956165145844,0,0,0,0.250093393211097,0,0,0,-0.0252108830151618,0,-0.0413186953119754,0,-0.00743374853190933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355830410149725,0,0,0,0
